PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A6395844738,ADHESIVE LABEL,2088,2TU689,2.25,0,0
A6395845038,ADHESIVE LABEL,20958,2TU689,2.25,0.009,0.002205
A6395845338ZX42,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX43,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX44,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX45,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX46,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX47,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX48,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX49,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX50,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZX53,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000243
A6395845338ZXR7,ADHESIVE LABEL,2088,2TU689,2.25,0.001,0.0000243
A6395845338ZXS1,ADHESIVE LABEL,5268,2TU689,2.25,0.004,0.00108
A6395845338ZXS7,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0000396
A6395845338ZXU1,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.000027
A6395845338ZXU2,ADHESIVE LABEL,7212,2TU689,2.25,0.002,0.000264
A6395845338ZXU4,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.000027
A6395845338ZXU8,ADHESIVE LABEL,2088,2TU689,2.25,0.001,0.000027
A6395845438,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.00028
A6395845538,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.00033
A6395845738,ADHESIVE LABEL,5268,2TU689,2.25,0.003,0.001
A6395845838,ADHESIVE LABEL,5268,2TU689,2.25,0.003,0.001
A6395846038,ADHESIVE LABEL,18948,2TU689,2.25,0.01,0.00153
A6395846438,ADHESIVE LABEL,7440,2TU689,2.25,0.003,0.00125
A6395846538,ADHESIVE LABEL,7440,2TU689,2.25,0.002,0.001
A6395847038,ADHESIVE LABEL,32670,2TU689,2.25,0.032,0.00864
A6395847438,ADHESIVE LABEL,23904,2TU689,2.25,0.011,0.00096
A6395847938,ADHESIVE LABEL,7212,2TU689,2.25,0.001,0.000864
A6395848038,ADHESIVE LABEL,21162,2TU689,2.25,0.01,0.0027
A6395848438,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.000039
A6395848538,ADHESIVE LABEL,7212,2TU689,2.25,0.001,0.001125
A6395848638,ADHESIVE LABEL,7212,2TU689,2.25,0.001,0.001125
A6395848738,ADHESIVE LABEL,12162,2TU689,2.25,0.001,0.000445
A6395848938,ADHESIVE LABEL,39054,2TU689,2.25,0.095,0.0304
A6395849038,ADHESIVE LABEL,48810,2TU689,2.25,0.105,0.05676
A6395849138,ADHESIVE LABEL,51594,2TU689,2.25,0.086,0.0624
A6395849238,ADHESIVE LABEL,51594,2TU689,2.25,0.16,0.03234
A6395849338,ADHESIVE LABEL,13728,2TU689,2.25,0.011,0.009
A6395849438,ADHESIVE LABEL,12606,2TU689,2.25,0.014,0.0055575
A6395849538,ADHESIVE LABEL,12606,2TU689,2.25,0.011,0.002544
A6395849638,ADHESIVE LABEL,12606,2TU689,2.25,0.012,0.0055575
A639584986026,IDENTIFICATION PLATE,12654,2TU689,2.25,0.001,0.0018
A6398170120,INFORMATION LABEL,5268,2TU689,2.25,0.009,0.00117
A6398170220,INFORMATION LABEL,5268,2TU689,2.25,0.009,0.00117
A6398170320,INFORMATION LABEL,5268,2TU689,2.25,0.009,0.00117
A6398170420,INFORMATION LABEL,5268,2TU689,2.25,0.017,0.00117
A639817052026,INFORMATION LABEL,3720,2TU689,2.25,0.002,0.00072
A6398170520ZX42,INFORMATION LABEL,3720,2TU689,2.25,0.001,0.000324
A6398170620,ADHESIVE LABEL,3720,2TU689,2.25,0.001,0.0006
A6398170920,INFORMATION LABEL,3720,2TU689,2.25,0.008,0.00033
A6398171320,DESIGNATION PLATE,5268,2TU689,2.25,0.009,0.00117
A6422210403,INFORMATION LABEL,3750,2TU689,2.25,0.006,0.00096
A6422210503,INFORMATION LABEL,3750,2TU689,2.25,0.003,0.00096
A6422211501,ENGINE NUMBER PLATE,3720,2TU689,2.25,0.002,0.00063
A6422212401,ENGINE NUMBER PLATE,5268,2TU689,2.25,0.005,0.00132
A6422212501,ENGINE NUMBER PLATE,7200,2TU689,2.25,0,0
A6422213001,ENGINE NUMBER PLATE,7200,2TU689,2.25,0.001,0.000126
A6422213601,ENGINE NUMBER PLATE,3720,2TU689,2.25,0.001,0.0000357
A6422213701,ENGINE NUMBER PLATE,5268,2TU689,2.25,0.006,0.000864
A6422214001,INFORMATION LABEL,3720,2TU689,2.25,0.001,0.00003354
A642221410105,INFORMATION LABEL,5268,2TU689,2.25,0.003,0.000096
A6422215201,INFORMATION LABEL,3720,2TU689,2.25,0.001,0.00003354
A6422215301,INFORMATION LABEL,3720,2TU689,2.25,0.004,0.00096
A6472210701,ENGINE NUMBER PLATE,5268,2TU689,2.25,0.002,0.0008
A6675840921,INFORMATION LABEL,3720,2TU689,2.25,0.002,0.00018
A6685450100,DESIGNATION PLATE,7212,2TU689,2.25,0.009,0.00234
A6685840017,INFORMATION LABEL,5268,2TU689,2.25,0.001,0.00096
A6685840021,INFORMATION LABEL,10476,2TU689,2.25,0.004,0.00308
A6685841321,INFORMATION LABEL,7554,2TU689,2.25,0.001,0.0018
A6695840821,INFORMATION LABEL,10476,2TU689,2.25,0.001,0.0018
A6695842121,INFORMATION LABEL,7554,2TU689,2.25,0.001,0.0018
A6705450000,ADHESIVE LABEL,10476,2TU689,2.25,0.001,0.0018
A6705450100,ADHESIVE LABEL,6336,2TU689,2.25,0.001,0.0018
A6705450200,ADHESIVE LABEL,7212,2TU689,2.25,0.001,0.0018
A6705450300,ADHESIVE LABEL,7212,2TU689,2.25,0.001,0.0018
A6705450400,ADHESIVE LABEL,5916,2TU689,2.25,0.001,0.0018
A6705450500,ADHESIVE LABEL,7212,2TU689,2.25,0.001,0.0018
A6705450600,ADHESIVE LABEL,5916,2TU689,2.25,0.001,0.0018
A6705450700,ADHESIVE LABEL,5916,2TU689,2.25,0.001,0.0018
A6705450800,ADHESIVE LABEL,5916,2TU689,2.25,0.001,0.0018
A6705451300,DESIGNATION PLATE,5916,2TU689,2.25,0.001,0.0018
A6705451400,DESIGNATION PLATE,5916,2TU689,2.25,0.001,0.0018
A6705451500,DESIGNATION PLATE,5916,2TU689,2.25,0.001,0.0018
A6705451600,DESIGNATION PLATE,5916,2TU689,2.25,0.001,0.0018
A6705451700,DESIGNATION PLATE,5916,2TU689,2.25,0.001,0.0018
A6705451800,DESIGNATION PLATE,5916,2TU689,2.25,0.001,0.0018
A6705451900,DESIGNATION PLATE,5916,2TU689,2.25,0.001,0.0018
A6705840046,INFORMATION LABEL,7212,2TU689,2.25,0.004,0.00143
A6705840638,ADHESIVE LABEL,2214,2TU689,2.25,0.001,0.00004
A670584063864,ADHESIVE LABEL,2214,2TU689,2.25,0.001,0.00004
A6705840721,INFORMATION LABEL,10476,2TU689,2.25,0.001,0.0018
A6705842921,INFORMATION LABEL,7212,2TU689,2.25,0.001,0.0018
A6705843521,INFORMATION LABEL,7926,2TU689,2.25,0.005,0.0024
A6705844221,INFORMATION LABEL,3426,2TU689,2.25,0,0
A6705844821,INFORMATION LABEL,168,2TU689,2.25,0.001,0
A6708170820,INFORMATION LABEL,7212,2TU689,2.25,0.001,0.00075
A6708172220,INFORMATION LABEL,4944,2TU689,2.25,0.001,0.00222
A6708172320,INFORMATION LABEL,3720,2TU689,2.25,0.001,0.00036
A6708172920,INFORMATION LABEL,7212,2TU689,2.25,0.015,0.0024
A6708173120,INFORMATION LABEL,5268,2TU689,2.25,0.004,0.00121
A6708173220,INFORMATION LABEL,2172,2TU689,2.25,0.001,0.00012
A6708178620,INFORMATION LABEL,3720,2TU689,2.25,0.001,0.00042
A6735840438,INFORMATION LABEL,5268,2TU689,2.25,0.002,0.00088
A6738170620,INFORMATION LABEL,3720,2TU689,2.25,0.001,0.00015
A6775840238,INFORMATION LABEL,2172,2TU689,2.25,0.001,0.00004
A6775840538,ADHESIVE LABEL,2172,2TU689,2.25,0.001,0.00009
A6905843138,ADHESIVE LABEL,13728,2TU689,2.25,0.027,0.00612
A6908170020,INFORMATION LABEL,3720,2TU689,2.25,0.001,0.0006
A6908170120,INFORMATION LABEL,3720,2TU689,2.25,0.001,0.0006
A6992210000,INFORMATION LABEL,1380,2TU689,2.25,0.001,0.00004
A6992210100,INFORMATION LABEL,1770,2TU689,2.25,0.002,0.0000036
A6992210300,INFORMATION LABEL,2136,2TU689,2.25,0.001,0.000028
