PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A1645848215,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645848217,INFORMATION LABEL,8112,1PU689,2.25,0.006,0.001
A1645848315,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.002,0.0006
A1645848317,INFORMATION LABEL,6768,1PU689,2.25,0.001,0.0006
A1645848415,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.01,0.0006
A1645848417,INFORMATION LABEL,6768,1PU689,2.25,0.002,0.00005
A1645848515,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645848615,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645848715,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645848815,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645848915,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645848917,INFORMATION LABEL,8424,1PU689,2.25,0.001,0.0006
A1645849015,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645849017,INFORMATION LABEL,8112,1PU689,2.25,0.006,0.001
A1645849115,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645849117,INFORMATION LABEL,8112,1PU689,2.25,0.006,0.001
A1645849217,INFORMATION LABEL,8424,1PU689,2.25,0.001,0.00045
A1645849317,INFORMATION LABEL,8424,1PU689,2.25,0.001,0.00045
A1645849415,INFO LABEL TIRE PRS. ADD.,6768,1PU689,2.25,0.001,0.00063
A1645849417,INFORMATION LABEL,8424,1PU689,2.25,0.001,0.00045
A1645849515,INFO LABEL TIRE PRS. ADD.,6768,1PU689,2.25,0.001,0.000055
A1645849615,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1645849815,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.000648
A1646950165,ADHESIVE FOIL,636,1PU689,2.25,0.001,0.00055
A1646950265,ADHESIVE FOIL,636,1PU689,2.25,0.001,0.00055
A1648170020,INFORMATION LABEL,43764,1PU689,2.25,0.004,0.00006
A1648170120,INFORMATION LABEL,8424,1PU689,2.25,0.001,0.00011
A1648170320,INFORMATION LABEL,1344,1PU689,2.25,0.001,0.00006
A1648170420,INFORMATION LABEL,6768,1PU689,2.25,0.002,0.00072
A164817052026,INFORMATION LABEL,35580,1PU689,2.25,0.001,0.0018
A164817062026,INFORMATION LABEL,40860,1PU689,2.25,0.001,0
A164817072026,INFORMATION LABEL,40848,1PU689,2.25,0.003,0.0012
A164817082026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.001,0.00448
A164817102026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.005,0.00045
A164817112026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.01,0.0018
A164817122026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.008,0.0024
A164817132026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.002,0.0018
A164817142026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.001,0.00108
A164817152026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.003,0.00132
A164817172026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.01,0.0018
A164817182026,INFORMATION LABEL,35580,1PU689,2.25,0.005,0
A1648172120,IDENTIFICATION PLATE,33432,1PU689,2.25,0.006,0.0001
A1648172220,IDENTIFICATION PLATE,35580,1PU689,2.25,0.002,0.0012
A164817222026,IDENTIFICATION PLATE,45120,1PU689,2.25,0.008,0
A164817232026,IDENTIFICATION PLATE,20766,1PU689,2.25,0.001,0.0018
A164817242026,IDENTIFICATION PLATE,35580,1PU689,2.25,0.01,0.000012
A164817252026,IDENTIFICATION PLATE,45120,1PU689,2.25,0.002,0.0007
A1648172720,IDENTIFICATION PLATE,9516,1PU689,2.25,0.005,0.00085
A1660073799,INF. SHEET RELAYS A FUSES,1662,1PU689,2.25,0.001,0.00007
A1665840006,INFO LABEL TIRE PRS. ADD.,6258,1PU689,2.25,0.003,0.00009
A1665840015,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.005,0.00114
A1665840017,INFORMATION LABEL,4926,1PU689,2.25,0.001,0.000105
A1665840026,INFORMATION LABEL,8424,1PU689,2.25,0.005,0.00075
A1665840038,ADHESIVE LABEL,4788,1PU689,2.25,0.001,0.00018
A1665840101,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840106,INFO LABEL TIRE PRS. ADD.,6192,1PU689,2.25,0.003,0.000096
A1665840107,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.0012
A1665840115,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.0006
A1665840117,INFORMATION LABEL,4344,1PU689,2.25,0.001,0.0001085
A1665840126,INFORMATION LABEL,8424,1PU689,2.25,0.005,0.0013
A1665840200,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.003,0.000108
A1665840201,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840206,INFO LABEL TIRE PRS. ADD.,6192,1PU689,2.25,0.003,0.000084
A1665840213,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.001,0.00054
A1665840215,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.004,0.00084
A1665840226,INFORMATION LABEL,3072,1PU689,2.25,0.005,0.0009
A1665840238,ADHESIVE LABEL,8424,1PU689,2.25,0.003,0.00084
A1665840300,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.00108
A1665840301,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840306,INFO LABEL TIRE PRS. ADD.,6066,1PU689,2.25,0.003,0.000084
A1665840313,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665840326,INFORMATION LABEL,3072,1PU689,2.25,0.005,0.0009
A1665840400,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.000108
A1665840401,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840413,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.0006
A1665840426,INFORMATION LABEL,8424,1PU689,2.25,0.005,0.0009
A1665840438,ADHESIVE LABEL,2274,1PU689,2.25,0.001,0.00009
A1665840500,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665840501,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840515,INFO LABEL TIRE PRESSURE,9750,1PU689,2.25,0.002,0.00192
A1665840526,INFORMATION LABEL,8424,1PU689,2.25,0.005,0.0009
A1665840600,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665840601,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840607,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665840613,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.002,0.000096
A1665840700,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.00054
A1665840701,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840707,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.00036
A1665840800,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.001,0.0018
A1665840801,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840807,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665840900,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665840901,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665840907,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841000,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.0006
A1665841001,IDENTIFICATION PLATE,45054,1PU689,2.25,0.01,0
A1665841007,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.004,0.0012
A1665841013,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.002,0.000096
A1665841100,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.00054
A1665841101,IDENTIFICATION PLATE,35376,1PU689,2.25,0.006,0.001
A1665841107,INFO LABEL TIRE PRESSURE,4986,1PU689,2.25,0.004,0.0012
A1665841113,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.00336
A1665841200,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841201,IDENTIFICATION PLATE,35376,1PU689,2.25,0.006,0.001
A1665841208,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.003,0.00007
A1665841300,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841301,IDENTIFICATION PLATE,35376,1PU689,2.25,0.006,0.001
A1665841303,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.003,0.000078
A1665841307,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.0012
A1665841400,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841401,IDENTIFICATION PLATE,35376,1PU689,2.25,0.006,0.001
A1665841403,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841405,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841407,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841500,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841501,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665841503,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841505,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841507,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841601,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841603,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841604,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.003,0.000084
A1665841605,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841607,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841608,INFO LABEL TIRE PRS. ADD.,8556,1PU689,2.25,0,0
A1665841615,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.00114
A1665841701,IDENTIFICATION PLATE,35034,1PU689,2.25,0.006,0.001
A1665841703,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841704,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665841705,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841707,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841708,INFO LABEL TIRE PRS. ADD.,8556,1PU689,2.25,0.001,0.00007
A1665841710,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.003,0
A1665841715,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.0006
A1665841800,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841801,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.00007
A1665841803,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.001,0.000055
A1665841804,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841805,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841807,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841808,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.001,0.0018
A1665841810,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.003,0
A1665841815,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.003,0.000084
A1665841900,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841901,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841903,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841904,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841905,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665841907,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.00096
A1665841908,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.001,0.0012
A1665841910,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.003,0
A1665841915,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842000,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.003,0.00084
A1665842001,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842003,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842005,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.005,0.001
A1665842008,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.001,0.00132
A1665842010,INFO LABEL TIRE PRS. ADD.,9264,1PU689,2.25,0.003,0
A1665842015,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842100,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842101,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842104,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.003,0.000084
A1665842105,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.003,0.00007
A1665842115,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842200,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.003,0.00007
A1665842201,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842204,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842205,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.005,0.000108
A1665842208,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.003,0.00007
A1665842215,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842301,INFO LABEL TIRE PRESSURE,10476,1PU689,2.25,0.004,0.00108
A1665842304,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842305,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842315,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842400,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.003,0.00084
A1665842401,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842403,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842404,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842405,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842415,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842500,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.002,0.00072
A1665842501,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842503,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842504,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842505,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842508,INFO LABEL TIRE PRS. ADD.,7206,1PU689,2.25,0.003,0.00007
A1665842515,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842600,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.003,0.00084
A1665842601,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842603,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842604,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842605,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842607,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.003,0.000045
A1665842615,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.003,0.0006
A1665842701,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842703,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842704,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A166584270526,INFORMATION LABEL,7602,1PU689,2.25,0.006,0.00001
A1665842707,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.000045
A1665842708,INFO LABEL TIRE PRS. ADD.,7602,1PU689,2.25,0.003,0.00007
A1665842715,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.01,0.000096
A1665842801,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665842803,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842804,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.002,0.00096
A1665842808,INFO LABEL TIRE PRS. ADD.,8556,1PU689,2.25,0.003,0.00007
A1665842815,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842901,INFO LABEL TIRE PRESSURE,5556,1PU689,2.25,0.002,0.00042
A1665842903,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842904,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665842915,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665843001,INFO LABEL TIRE PRESSURE,5556,1PU689,2.25,0.006,0.001
A1665843003,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665843004,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665843015,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.00066
A1665843103,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A1665843104,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A1665843115,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.002,0.0006
