PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A22268006489F87,FLOOR MAT,73110,1PZ774,2.38,2.613,0.2508
A22268007489F87,FLOOR MAT,73110,1PZ774,2.38,2.656,0.12768
A22268008489F87,FLOOR MAT,73110,1PZ774,2.38,2.383,0.12768
A22268009489F87,FLOOR MAT,73110,1PZ774,2.38,2.353,0.12768
A22268010489F87,FLOOR MAT,73110,1PZ774,2.38,0.645,0.05616
A22268019489F87,FLOOR MAT,199158,1PZ774,2.38,2.936,0.2184
A22268020489F87,FLOOR MAT,199158,1PZ774,2.38,3.092,0.2145
A22268021489F87,FLOOR MAT,199158,1PZ774,2.38,2.63,0.2145
A22268022489F87,FLOOR MAT,199158,1PZ774,2.38,2.687,0.2145
A22268023489F87,FLOOR MAT,100842,1PZ774,2.38,0.817,0.05694
A22268051059F87,FLOOR MAT,82182,1PZ774,2.38,2.582,0.19305
A22268052059F87,FLOOR MAT,82182,1PZ774,2.38,2.578,0.162
A22268057049F87,FLOOR MAT,82182,1PZ774,2.38,2.25,0.162
A22268058049F87,FLOOR MAT,37818,1PZ774,2.38,0.65,0.03796
A22268065049F87,FLOOR MAT,207732,1PZ774,2.38,2.498,0.2106
A22268088049F87,FLOOR MAT,77142,1PZ774,2.38,2.237,0.20625
A23168000049F44,FLOOR MAT,69078,1PZ774,2.38,1.49,0.1125
A23168001049F44,FLOOR MAT,69078,1PZ774,2.38,1.52,0.09936
A23868049029G63,FLOOR MAT,38322,1PZ774,2.38,0.556,0.04028
A24668028489A84,FLOOR MAT,65544,1PZ774,2.38,2.653,0.18615
A24668029489A84,FLOOR MAT,65544,1PZ774,2.38,1.912,0.14768
A24668030489A84,FLOOR MAT,30252,1PZ774,2.38,0.676,0.03417
A24668048029A84,FLOOR MAT,65544,1PZ774,2.38,2.017,0.22338
A24668049029A84,FLOOR MAT,30252,1PZ774,2.38,0,0
A24668078029A84,FLOOR MAT,65544,1PZ774,2.38,2.017,0.12887875
A25368005039G63,FLOOR MAT,69078,1PZ774,2.38,2.231,0.1377
A25368073029G63,FLOOR MAT,69078,1PZ774,2.38,2.278,0.17596
A25368075029G63,FLOOR MAT,38322,1PZ774,2.38,0.684,0.05475
B66036149,FLOOR MATS,70590,1PZ774,2.38,3.305,0.0322
B66036150,FLOOR MATS,70590,1PZ774,2.38,3.2,0.18096
B66036151,DRIVER MATS,32772,1PZ774,2.38,0.98,0.0322
B66036152,DRIVERMATS,32772,1PZ774,2.38,0.9,0.072
B66037000,FLOOR MATS,57984,1PZ774,2.38,3,0.14946
B66037002,FLOOR MATS,27732,1PZ774,2.38,0.82,0.03264
B66037003,FLOOR MATS,37818,1PZ774,2.38,0.94,0.03551
B66037004,FLOOR MATS,65544,1PZ774,2.38,2.8,0.135
B66037005,FLOOR MATS,65544,1PZ774,2.38,2.95,0.14628
B66037006,FLOOR MATS,30252,1PZ774,2.38,0.75,0.03243
B66037007,FLOOR MATS,30252,1PZ774,2.38,0.84,0.03337
B66037009,FLOOR MATS,68070,1PZ774,2.38,3.3,0.14469
B66037010,FLOOR MATS,68070,1PZ774,2.38,3.5,0.14628
B66037012,FLOOR MATS,37818,1PZ774,2.38,0.94,0.0364
B66037014,FLOOR MATS,73110,1PZ774,2.38,3.6,0.1512
B66037015,FLOOR MATS,35292,1PZ774,2.38,1.1,0.04264
B66037016,FLOOR MATS,35292,1PZ774,2.38,1.09,0.04264
B66037017,FLOOR MATS,68070,1PZ774,2.38,3.26,0.20608
B66037018,FLOOR MATS,68070,1PZ774,2.38,3.3,0.1431
B66037019,FLOOR MATS,37818,1PZ774,2.38,0.85,0.0343
B66037020,FLOOR MATS,32772,1PZ774,2.38,0.94,0.035
B66037021,FLOOR MATS,73110,1PZ774,2.38,3.3,0.15792
B66037022,FLOOR MATS,73110,1PZ774,2.38,3.2,0.15732
B66037023,FLOOR MATS,35292,1PZ774,2.38,1.1,0.04212
B66037024,FLOOR MATS,35292,1PZ774,2.38,1,0.04233
B66037025,FLOOR MATS,68070,1PZ774,2.38,3.3,0.1694
B66037026,FLOOR MATS,68070,1PZ774,2.38,3.2,0.176
B66037028,FLOOR MATS,37818,1PZ774,2.38,0.75,0.0285
B66037030,FLOOR MATS,75630,1PZ774,2.38,3.2,0.165
B66037031,FLOOR MATS,25212,1PZ774,2.38,0.98,0.03672
B66037032,FLOOR MATS,25212,1PZ774,2.38,0.94,0.03618
B66037033,FLOOR MATS,57984,1PZ774,2.38,1.9,0.08216
B66037035,FLOOR MATS,30252,1PZ774,2.38,0.82,0.03038
B66037036,FLOOR MATS,37818,1PZ774,2.38,0.75,0.03038
B66037037,FLOOR MATS,65544,1PZ774,2.38,1.86,0.09116
B66037038,FLOOR MATS,65544,1PZ774,2.38,1.86,0.08736
B66037039,FLOOR MATS,32772,1PZ774,2.38,0.88,0.03657
B66037040,FLOOR MATS,32772,1PZ774,2.38,0.8,0.0408
B66037041,TUNEL MAT,20166,1PZ774,2.38,0.417,0.01575
B66037042,FLOOR MATS,73110,1PZ774,2.38,3.95,0.2024
B66037050,TUNEL MAT,20166,1PZ774,2.38,0.417,0.01533
B66037051,TUNEL MAT,20166,1PZ774,2.38,0.496,0.01775
B66037053,FLOOR MATS,65544,1PZ774,2.38,3.079,0.1365
B66037054,FLOOR MATS,65544,1PZ774,2.38,3.029,0.14628
B66037059,FLOOR MATS,52944,1PZ774,2.38,3.35,0.21945
B66037060,FLOOR MATS,52944,1PZ774,2.38,3.275,0.16632
B66037061,FLOOR MATS,37818,1PZ774,2.38,0.995,0.03618
B66037062,FLOOR MATS,37818,1PZ774,2.38,0.905,0.03672
B66037063,FLOOR MATS LHD,65544,1PZ774,2.38,1.95,0.077
B66037064,FLOOR MATS RHD,65544,1PZ774,2.38,1.899,0.08692
