PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2215842813,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A2215842817,INFORMATION LABEL,3252,1PU689,2.25,0.003,0.00084
A2215842913,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A2215842917,INFORMATION LABEL,3252,1PU689,2.25,0.003,0.00084
A2215843013,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A2215843015,INFORMATION LABEL,8424,1PU689,2.25,0.003,0.00009
A2215843017,INFORMATION LABEL,3252,1PU689,2.25,0.003,0.00084
A2215843021,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A2215843113,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A2215843115,INFORMATION LABEL,8112,1PU689,2.25,0.006,0.001
A2215843117,INFORMATION LABEL,3252,1PU689,2.25,0.002,0.00084
A2215843121,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A2215843213,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.0005
A2215843215,INFORMATION LABEL,8112,1PU689,2.25,0.006,0.001
A2215843217,INFORMATION LABEL,6768,1PU689,2.25,0.003,0.00084
A2215843221,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A2215843313,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A2215843315,INFORMATION LABEL,8112,1PU689,2.25,0.006,0.001
A2215843317,INFORMATION LABEL,8424,1PU689,2.25,0.004,0.0012
A2215843321,INFO LABEL TIRE PRESSURE,8424,1PU689,2.25,0.003,0.00096
A2215843413,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A2215843415,INFORMATION LABEL,8424,1PU689,2.25,0.001,0.0006
A2215843421,INFO LABEL TIRE PRESSURE,8112,1PU689,2.25,0.006,0.001
A2215843513,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A2215843515,INFORMATION LABEL,8112,1PU689,2.25,0.006,0.001
A2215843613,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
A2215843617,INFORMATION LABEL,8424,1PU689,2.25,0.001,0.00045
A2215843621,INFO LABEL TIRE PRS. ADD.,8424,1PU689,2.25,0.001,0.0006
A2215843713,INFO LABEL TIRE PRS. ADD.,8112,1PU689,2.25,0.006,0.001
