PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2058104105,MIRROR FRAME,269382,1PU605,2.25,0.988,0.2065525
A2058104204,MIRROR FRAME,276660,1PU605,2.25,1.022,0.20358
A2058104304,MIRROR FRAME,276660,1PU605,2.25,0.996,0.20902225
A2058104305,MIRROR FRAME,269382,1PU605,2.25,1.016,0.2065525
A2058104404,MIRROR FRAME,283404,1PU605,2.25,0.998,0.19836
A2058104504,MIRROR FRAME,229422,1PU605,2.25,1,0.20358
A2058104505,MIRROR FRAME,290160,1PU605,2.25,1.04,0.2223
A2058104604,MIRROR FRAME,265746,1PU605,2.25,0,0
A2058104704,MIRROR FRAME,256416,1PU605,2.25,0.977,0.20358
A2058104705,MIRROR FRAME,269382,1PU605,2.25,1.004,0.2065525
A2058104904,MIRROR FRAME,141978,1PU605,2.25,0,0
A2058104905,MIRROR FRAME,269382,1PU605,2.25,0.979,0.2065525
A2058105104,MIRROR FRAME,141978,1PU605,2.25,0,0
A2058105105,MIRROR FRAME,269382,1PU605,2.25,0.987,0.2065525
A2058105304,MIRROR FRAME,265746,1PU605,2.25,0,0
A2058105504,MIRROR FRAME,265746,1PU605,2.25,0,0
A2058105704,MIRROR FRAME,265746,1PU605,2.25,0,0
A2058105904,MIRROR FRAME,271248,1PU605,2.25,0,0
A2058106104,MIRROR FRAME,271248,1PU605,2.25,0,0
A2058106106,MIRROR FRAME,239544,1PU605,2.25,1.036,0.19836
A2058106304,MIRROR FRAME,271248,1PU605,2.25,0,0
A2058106306,MIRROR FRAME,155196,1PU605,2.25,0,0
A2058106504,MIRROR FRAME,265746,1PU605,2.25,0,0
A2058106704,MIRROR FRAME,265746,1PU605,2.25,0,0
A2058106906,MIRROR FRAME,229422,1PU605,2.25,0.978,0.20097
A2058107106,MIRROR FRAME,257748,1PU605,2.25,1.029,0.20097
A2058107306,MIRROR FRAME,229422,1PU605,2.25,0,0
A2058107506,MIRROR FRAME,249666,1PU605,2.25,0.985,0.20097
A2058107706,MIRROR FRAME,263160,1PU605,2.25,0.983,0.20097
A2058107906,MIRROR FRAME,249666,1PU605,2.25,0.983,0.20097
A2058108106,MIRROR FRAME,257748,1PU605,2.25,1.062,0.20097
A2058108206,MIRROR FRAME,283410,1PU605,2.25,0,0
A2058108805,MIRROR FRAME,229422,1PU605,2.25,0.988,0.20358
A2058109005,MIRROR FRAME,269382,1PU605,2.25,0,0
A2058109405,MIRROR FRAME,256416,1PU605,2.25,0.985,0.20097
A2058109605,MIRROR FRAME,257748,1PU605,2.25,0.985,0.20097
A2058109702,MIRROR FRAME,128202,1PU605,2.25,0.858,0.20358
A2058109703,MIRROR FRAME,128202,1PU605,2.25,0.845,0.20358
A2058109802,MIRROR FRAME,128202,1PU605,2.25,0.842,0.20902225
A2058109803,MIRROR FRAME,128202,1PU605,2.25,0.858,0.20902225
A2078100200,MIRROR FRAME,246300,1PU605,2.25,1.02,0.2065525
A2078100300,MIRROR FRAME,209364,1PU605,2.25,0.853,0.12375272
A2078100376,TS FRAME,158574,1PU605,2.25,0.776,0.06912
A2078100400,MIRROR FRAME,212556,1PU605,2.25,0.887,0.2065525
A2078100476,TS FRAME,209364,1PU605,2.25,0.771,0.06912
A2078100500,MIRROR FRAME,246300,1PU605,2.25,1.006,0.2065525
A2078100576,TS FRAME,158574,1PU605,2.25,0.95,0.06912
A2078100600,MIRROR FRAME,209364,1PU605,2.25,1.039,0.20358
A2078100676,TS FRAME,158574,1PU605,2.25,0.953,0.06912
A2078100700,MIRROR FRAME,185568,1PU605,2.25,0.851,0.20358
A2078100800,MIRROR FRAME,209364,1PU605,2.25,1.071,0.20358
A2078100876,MIRROR FRAME,209364,1PU605,2.25,0.833,0.20358
A2078100900,MIRROR FRAME,209364,1PU605,2.25,1.016,0.20358
A2078101000,MIRROR FRAME,189276,1PU605,2.25,0.859,0.20358
A2078101076,MIRROR FRAME,158574,1PU605,2.25,1.008,0.20358
A2078101100,MIRROR FRAME,185568,1PU605,2.25,0.871,0.199404
A2078101200,MIRROR FRAME,81564,1PU605,2.25,1.042,0.20358
A2078101300,MIRROR FRAME,209364,1PU605,2.25,1.028,0.2065525
A2078101500,MIRROR FRAME,212556,1PU605,2.25,0.902,0.20358
A2078101576,MIRROR FRAME,185568,1PU605,2.25,0.848,0.20358
A2078101676,MIRROR FRAME,158574,1PU605,2.25,1.01,0.20358
A2078101700,MIRROR FRAME,209364,1PU605,2.25,1.047,0.20358
A2078101776,MIRROR FRAME,158574,1PU605,2.25,0.842,0.20097
A2078101876,MIRROR FRAME,161946,1PU605,2.25,0.852,0.20358
A2078101976,MIRROR FRAME,209364,1PU605,2.25,1.022,0.20358
A2078102076,MIRROR FRAME,185568,1PU605,2.25,0.856,0.20358
A2078102176,MIRROR FRAME,185568,1PU605,2.25,0.852,0.20097
A2078102376,MIRROR FRAME,209364,1PU605,2.25,1.016,0.197505
A2078102876,MIRROR FRAME,212556,1PU605,2.25,0.881,0.20097
A2078103076,MIRROR FRAME,209364,1PU605,2.25,1.034,0.20358
A2078103276,MIRROR FRAME,209364,1PU605,2.25,1.047,0.20097
A2078103376,MIRROR FRAME,185568,1PU605,2.25,0.863,0
A2078103576,MIRROR FRAME,209364,1PU605,2.25,1.022,0.20358
A2078103776,MIRROR FRAME,209364,1PU605,2.25,1.04,0.20358
A2078103976,MIRROR FRAME,212556,1PU605,2.25,0.873,0.20097
A2098100176,FRAME,58932,1PU605,2.25,0.598,0.0744
A2098100276,FRAME,58932,1PU605,2.25,0.593,0.0744
A2098100376,FRAME,89982,1PU605,2.25,0.612,0.0744
A2098100476,FRAME,89982,1PU605,2.25,0.608,0.0744
A2098100576,FRAME,319260,1PU605,2.25,0.785,0.0744
A2098100676,FRAME,319260,1PU605,2.25,0.786,0.0744
A2098100776,FRAME,202410,1PU605,2.25,0.805,0.0744
A2098100876,FRAME,206460,1PU605,2.25,0.807,0.0744
A20981035161P81,"MIRROR, OUTER",297042,1PU605,2.25,1.09,0.324
A20981036161P81,"MIRROR, OUTER",297042,1PU605,2.25,1.09,0.324
A20981037161P81,"MIRROR, OUTER",398844,1PU605,2.25,1.297,0.324
A20981038161P81,"MIRROR, OUTER",398844,1PU605,2.25,1.297,0.324
A2118101376,RS MIRROR FRAME,160014,1PU605,2.25,0.753,0.08658
A2118101476,RS MIRROR FRAME,160014,1PU605,2.25,0.771,0.08658
A2118101576,RS MIRROR FRAME,172074,1PU605,2.25,0.968,0.08658
A211810157628,RS MIRROR FRAME,319260,1PU605,2.25,0.996,0.08658
A2118101676,RS MIRROR FRAME,172074,1PU605,2.25,0.972,0.08658
A2128100276,FRAME,101220,1PU605,2.25,1.032,0.2106
A2128100876,MIRROR FRAME,209364,1PU605,2.25,0.843,0.2016
A2128101976,MIRROR FRAME,101220,1PU605,2.25,0.855,0.20358
A2128102076,MIRROR FRAME,92436,1PU605,2.25,0.842,0.20358
A2128102176,MIRROR FRAME,199068,1PU605,2.25,1.01,0.20358
A2128102276,MIRROR FRAME,226056,1PU605,2.25,1.02,0.20358
A2128102376,MIRROR FRAME,92436,1PU605,2.25,0.866,0.20358
A2128102576,MIRROR FRAME,226056,1PU605,2.25,1.031,0.20358
A2128103076,MIRROR FRAME,121458,1PU605,2.25,0.847,0.20358
A2128103276,MIRROR FRAME,219312,1PU605,2.25,1.018,0.20097
A2128103476,MIRROR FRAME,246300,1PU605,2.25,1.024,0.1743625
A2128103576,MIRROR FRAME,220404,1PU605,2.25,0.85,0.20358
A2128103776,MIRROR FRAME,219312,1PU605,2.25,1.016,0.20358
A2128103976,MIRROR FRAME,246300,1PU605,2.25,1.022,0.20358
A2128104176,MIRROR FRAME,172074,1PU605,2.25,0.88,0.20358
A2128104600,MIRROR FRAME,172074,1PU605,2.25,0.899,0.21489
A2128104700,MIRROR FRAME,219312,1PU605,2.25,1.01,0.21011375
A2128104800,MIRROR FRAME,219312,1PU605,2.25,1.016,0.21011375
A2128104900,MIRROR FRAME,246300,1PU605,2.25,1.022,0.20358
