PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A6565060135,HOSE,52566,2LV162,2.25,0.268,0.01088
A6565060235,HOSE,51078,2LV162,2.25,0.3,0.01683
A6565060335,HOSE,41034,2LV162,2.25,0.283,0.0152
A6565060435,HOSE,44850,2LV162,2.25,0.344,0.0224
A6565060535,HOSE,12474,2LV162,2.25,0.116,0.0116
A6565060635,HOSE,22944,2LV162,2.25,0.11,0.0096
A6585010082,HOSE,12684,2LV162,2.25,0.102,0.00432
A6585010282,HOSE,50478,2LV162,2.25,0.12,0.00648
A6585010382,HOSE,52164,2LV162,2.25,0.241,0.0372
A6585010424,COOLANT PIPE,19122,2LV162,2.25,0.502,0.01428
A6585010482,HOSE,50604,2LV162,2.25,0.305,0.03276
A6585010724,COOLANT PIPE,35190,2LV162,2.25,1.068,0.19929
A6585011024,COOLANT PIPE,7038,2LV162,2.25,1.208,0.35112
A6585011124,COOLANT PIPE,35190,2LV162,2.25,1.208,0.35112
A6585060060,PIPING,3714,2LV162,2.25,4.386,2.62656
A6585060160,PIPING,2934,2LV162,2.25,3.238,0.4644
A6585060460,PIPING,101610,2LV162,2.25,3.509,1.48716
A6585060560,PIPING,112902,2LV162,2.25,3.898,1.19
A6585060860,PIPING,101610,2LV162,2.25,3.61,0.546
A6595010182,HOSE,59754,2LV162,2.25,0.5,0.0192
A6595010382,HOSE,57636,2LV162,2.25,0.414,0.0231
A6624380029,LINE,34050,2LV162,2.25,0.91,0.03894
A6624380066,PIPE SOCKET,36792,2LV162,2.25,0,0
A6624380429,PIPING,45354,2LV162,2.25,2.189,0.34875
A6624380529,PIPING,48570,2LV162,2.25,2.78,0.87024
A6624380629,PIPING,46428,2LV162,2.25,2.14,0.76096
A6624381229,PIPING,46428,2LV162,2.25,2.354,0.3444
A6624381329,PIPING,47850,2LV162,2.25,2.634,1.4742
A6624381429,PIPING,28518,2LV162,2.25,2.891,1.8352
A6624381729,PIPING,101352,2LV162,2.25,0.953,0.04736
A6624382529,PIPING,112146,2LV162,2.25,0,0
A6624382729,PIPING,141786,2LV162,2.25,0,0
A6624382829,PIPING,119280,2LV162,2.25,0,0
A6624382929,PIPING,111438,2LV162,2.25,0,0
A6624383029,PIPING,84636,2LV162,2.25,0,0
A6624383129,PIPING,79290,2LV162,2.25,0,0
A6624383229,PIPING,126786,2LV162,2.25,0,0
A6625001872,PIPING,82260,2LV162,2.25,2.2,0.64428
A6625001972,PIPING,61782,2LV162,2.25,0,0
A6625010224,COOLANT LINE,34590,2LV162,2.25,2.049,0
A6625010324,COOLANT LINE,20940,2LV162,2.25,2.08,0
A6625010382,HOSE,23796,2LV162,2.25,0.19,0.020125
A6625010424,COOLANT LINE,23928,2LV162,2.25,3.4,0
A6625010482,HOSE,23796,2LV162,2.25,0.22,0.0218295
A662501048264,HOSE,23796,2LV162,2.25,0.22,0.0218295
A6625010524,COOLANT PIPE,94722,2LV162,2.25,1.743,0.09375
A6625010582,HOSE,23796,2LV162,2.25,0.21,0.0476
A6625010682,HOSE,25500,2LV162,2.25,0.125,0.0073632
A662501068264,HOSE,25500,2LV162,2.25,0.125,0.0073632
A6625010782,HOSE,33684,2LV162,2.25,0.334,0.014094
A6625010882,HOSE,37398,2LV162,2.25,0.103,0.00585
A6625010982,HOSE,25248,2LV162,2.25,0.129,0.00648
A6625011082,HOSE,25248,2LV162,2.25,0.118,0.00792
A6625011182,HOSE,15984,2LV162,2.25,0.057,0.0027
A6625011324,COOLANT PIPE,49356,2LV162,2.25,0.048,0.0008
A6625012024,PIPING,671418,2LV162,2.25,0,0
A6625013524,FEED LINE,115926,2LV162,2.25,2.23,1.10565
A6625060235,HOT WATER HOSE,18282,2LV162,2.25,0,0
A6625060335,HOT WATER HOSE,4680,2LV162,2.25,0,0
A6628310097,HOSE,23436,2LV162,2.25,0.16,0.049
A6635000075,MOLDED HOSE,138594,2LV162,2.25,0.395,0.06512
A6635000872,PIPING,225744,2LV162,2.25,2.27,0.710985
A6635010282,MOLDED HOSE,101004,2LV162,2.25,0.158,0.004
A6635010382,MOLDED HOSE,26826,2LV162,2.25,0.153,0.00376
A6635010882,MOLDED HOSE,225174,2LV162,2.25,1.182,0.147
A6635012524,PIPING,191916,2LV162,2.25,2.588,2.62548
A6635012782,MOLDED HOSE,117852,2LV162,2.25,1.338,0.04225
A6635012882,MOLDED HOSE,69996,2LV162,2.25,0.268,0.0072
A6635013824,PIPING,51390,2LV162,2.25,0.84,0.13104
A6635014024,PIPING,90426,2LV162,2.25,1.768,0.378
A6635014124,PIPING,25368,2LV162,2.25,0.512,0.017325
A6635014524,PIPING,28626,2LV162,2.25,0.279,0.0925
A6635014624,PIPING,189294,2LV162,2.25,0.443,1.3041
A6635014724,PIPING,192564,2LV162,2.25,0.434,0.97438
A6635014824,PIPING,18870,2LV162,2.25,0.181,0.02632
A6635060335,MOLDED HOSE,39030,2LV162,2.25,0.197,0.0168
A6675011682,HOSE,9996,2LV162,2.25,0.05,0.0018
A6685012782,HOSE,47838,2LV162,2.25,0.05,0.0007
A6685014982,HOSE,10980,2LV162,2.25,0.051,0.0021
A6735010124,COOLANT PIPE,6006,2LV162,2.25,0.059,0.00054
A6735010682,HOSE,19422,2LV162,2.25,0.37,0.05145
A6735011082,HOSE,67320,2LV162,2.25,0.677,0.29403
A6735011382,HOSE,25500,2LV162,2.25,0.237,0.09792
A6735011582,HOSE,37962,2LV162,2.25,0.325,0.28416
A6735011782,HOSE,28518,2LV162,2.25,0.476,0.1581
A6735012082,HOSE,70332,2LV162,2.25,0.87,0.231
A6735012182,HOSE,54684,2LV162,2.25,0.277,0.14848
A6735012282,HOSE,38718,2LV162,2.25,0.272,0.18753
A6735012382,HOSE,50976,2LV162,2.25,0.546,0.0612
A6735060160,PIPING,15240,2LV162,2.25,0.237,0.0087
A6735060735,HOSE,31470,2LV162,2.25,0.166,0.01872
A6735061235,HOSE,44850,2LV162,2.25,0.22,0.0731
A6738310097,HOSE,4686,2LV162,2.25,0.076,0.01472
A6738310497,HOSE,38370,2LV162,2.25,0.333,0.0511
A6738310597,HOSE,10848,2LV162,2.25,0.118,0.01548
A6738320023,HOSE,2928,2LV162,2.25,0.011,0.00096
A6738321123,HOSE,13272,2LV162,2.25,0.283,0.1015
A6738324923,HOSE,81534,2LV162,2.25,0.405,0.00324
A6738325123,HOSE,98478,2LV162,2.25,0.61,0.05525
A6738325523,HOSE,87966,2LV162,2.25,0.21,0.00001
A6745010682,HOSE,26070,2LV162,2.25,0.425,0.04368
A6745011082,HOSE,36588,2LV162,2.25,0.262,0.13431
A6745011282,HOSE,19422,2LV162,2.25,0.22,0.1254
