PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A4604700620,FILLER NECK,120564,1GV637,2.61,1.02,0.06084
A4604700630,TANK FILLER CAP,45354,1GV637,2.61,0.33,0.005
A4604700675,FUEL HOSE,107430,1GV637,2.61,0.145,0.02632
A4604700725,VENTILATION,12090,1GV637,2.61,0.023,0.0004
A4604700730,TANK FILLER CAP,62592,1GV637,2.61,0.312,0.005
A4604700825,VENTILATION,61278,1GV637,2.61,0.324,0.0637
A4604701075,FUEL HOSE,44076,1GV637,2.61,0.154,0.05031
A4604701520,FILLER NECK,110742,1GV637,2.61,1.014,0.07098
A4604701564,LINE,27156,1GV637,2.61,0.086,0.0092
A4604702464,LINE,20424,1GV637,2.61,0.085,0.008
A4604702564,LINE,27156,1GV637,2.61,0.39,0.3156
A4604710085,SCREW PLUG,17304,1GV637,2.61,0.044,0.0005
A4604710135,FUEL STRAINER,15426,1GV637,2.61,0.03,0.00144
A4604710309,EXTENSION,21840,1GV637,2.61,0.452,0.01944
A4604730509,EXTENSION,51996,1GV637,2.61,0.411,0.01539
A4604750046,SHIELD,127200,1GV637,2.61,4.946,0.2576
A4604750084,ELASTOMER SHIM,4560,1GV637,2.61,0.008,0.002
A4604750146,SHIELD,77364,1GV637,2.61,0.507,0.0182
A4604750284,ELASTOMER SHIM,10020,1GV637,2.61,0.201,0.0028
A4604750346,SHIELD,24036,1GV637,2.61,5.078,0.29295
A4604750484,SHIM,15558,1GV637,2.61,0.18,0.01344
A4604750584,CONTAINER SUPPORT,15558,1GV637,2.61,0.186,0.0216
A4604760226,HOSE,19830,1GV637,2.61,0.133,0.009
A4604760284,DAMPING STRIP,5868,1GV637,2.61,0.018,0.00024
A4604763626,HOSE,13914,1GV637,2.61,0.016,0.00033
A4604763826,HOSE,25140,1GV637,2.61,0.048,0.0031
A4604764426,HOSE,22704,1GV637,2.61,0.001,0.00005
A4604764526,HOSE,54846,1GV637,2.61,0.034,0.001
A4604764826,HOSE,18894,1GV637,2.61,0.046,0.00648
A4614700006,FUEL STRAINER,106644,1GV637,2.61,0.395,0.0243
A4614700023,SUPPORT,107436,1GV637,2.61,0.324,0.0045
A4614700075,FUEL HOSE,161376,1GV637,2.61,0.18,0.06384
A4614700123,SUPPORT,82458,1GV637,2.61,0.41,0.006
A4614700124,FUEL LINE,22818,1GV637,2.61,0.02,0.01089
A4614700140,TENSIONING STRAP,21048,1GV637,2.61,0.35,0.00684
