PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A4634900417,ANGLE,29292,1GV031,3.88,0.159,0.0021
A4635440138,BRACKET,7326,1GV031,3.88,0.047,0.00032
A4635440238,BRACKET,7380,1GV031,3.88,0.092,0.0015
A4638801301,ANGLE BRACKET,58410,1GV031,3.88,0.424,0.03108
A463880130164,ANGLE BRACKET,58410,1GV031,3.88,0.424,0.03108
A4638801401,ANGLE BRACKET,58410,1GV031,3.88,0.45,0.0666
A463880140164,ANGLE BRACKET,58410,1GV031,3.88,0.45,0.0666
A4638905000,REINFORCEMENT,74388,1GV031,3.88,0.557,0.0105
A6673170276,WINDOW,2988,1GV031,3.88,0.175,0.00049
A0007600020,COVER,237222,1GV649,3.88,0.433,0.02555
A4617201735,DOOR LOCK,111468,1GV649,3.88,0.851,0.046575
A4637300100,DOOR LOCK,108726,1GV649,3.88,0.6,0.011745
A0007203635,LOCK,54264,1GV649,3.88,0.608,0.01008
A0007203735,LOCK,54264,1GV649,3.88,0.609,0.01573
A0007203835,LOCK,54264,1GV649,3.88,0.658,0.013
A0007300335,DOOR LOCK,75672,1GV649,3.88,0.667,0.013
A0007300435,DOOR LOCK,75672,1GV649,3.88,0.613,0.013
A0007400135,LOCK,91572,1GV649,3.88,0.643,0.01632
A0007400235,LOCK,91572,1GV649,3.88,0.626,0.0162
A0007400535,LOCK,54360,1GV649,3.88,0.624,0.0162
A0008900589,LATCH,30990,1GV649,3.88,0.094,0.002
A0014620430,STEERING LOCK,104526,1GV649,3.88,0.616,0.013
A0014621630,STEERING LOCK,100368,1GV649,3.88,0.64,0.0072
A0014621730,STEERING LOCK,104526,1GV649,3.88,0.67,0.013
A2034620930,STEERING LOCK,124068,1GV649,3.88,0.536,0.00576
A4604620179,LOCK CYLINDER,80148,1GV649,3.88,0.08,0.00063
A4607200835,LOCK,63924,1GV649,3.88,0.64,0.0108
A4607200935,LOCK,63924,1GV649,3.88,0.65,0.01881
A460730003564,DOOR LOCK,132732,1GV649,3.88,0.644,0.0108
A4607300135,DOOR LOCK,132732,1GV649,3.88,0.64,0.0108
A460730013564,DOOR LOCK,132732,1GV649,3.88,0.635,0.01536
A4607400035,LOCK,91572,1GV649,3.88,0.729,0.0096
A4607400235,LOCK,11730,1GV649,3.88,0.152,0.00052
A4607400335,LOCK,91572,1GV649,3.88,0.652,0.0096
A4607500184,LATCH,47682,1GV649,3.88,0.195,0.00392
A4608901067,LOCKING SET,236484,1GV649,3.88,1.261,0.04048
A4608901867,LOCKING SET,183612,1GV649,3.88,0.954,0.04048
A4608901967,LOCKING SET,73512,1GV649,3.88,1.34,0.035
A4608902667,LOCKING SET,183612,1GV649,3.88,0.771,0.0297
A4608902767,LOCKING SET,73512,1GV649,3.88,1.113,0.035
A4614620030,LOCK CYLINDER,57696,1GV649,3.88,0.07,0.00001
A4615450036,KEY,1500,1GV649,3.88,0.005,0.00008
A4617200135,LOCK,49044,1GV649,3.88,0.255,0.005
A4617200204,LOCK STRIKER,131286,1GV649,3.88,0.095,0.0009
A4617200235,LOCK,49044,1GV649,3.88,0.22,0.005
A4617201811,DOOR LOCK,54264,1GV649,3.88,0.607,0.01326
A4617600034,BEARING,123786,1GV649,3.88,0.48,0.0098
A46176006060001,KEY,77352,1GV649,3.88,0.03,0.0033
A46176006060002,KEY,77352,1GV649,3.88,0.03,0.0033
A46176006060003,KEY,77352,1GV649,3.88,0.03,0.0033
A46176006060004,KEY,77352,1GV649,3.88,0.03,0
A46176006060005,KEY,77352,1GV649,3.88,0,0
