PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A442010694780,ENGINE,24126378,2LB011,2.25,948,24.96
A442010699780,ENGINE,24126378,2LB011,2.25,890,23.04
A442010704680,ENGINE,24126378,2LB011,2.25,948,24.6016
A442010704780,ENGINE,24126378,2LB011,2.25,930,24.96
A442010709780,ENGINE,24126378,2LB011,2.25,998,24.96
A442010714680,ENGINE,24126378,2LB011,2.25,906,24.96
A442010714780,ENGINE,24126378,2LB011,2.25,930,23.04
A442010719780,ENGINE,24126378,2LB011,2.25,990,24.96
A442010724580,ENGINE,24126378,2LB011,2.25,926,14.4
A442010724680,ENGINE,24126378,2LB011,2.25,950,24.50736
A442010724780,ENGINE,24126378,2LB011,2.25,895,15
A442010734480,ENGINE,24126378,2LB011,2.25,923,23.04
A442010734780,ENGINE,24126378,2LB011,2.25,970,26.208
A442010739780,DIESEL ENGINE,24126378,2LB011,2.25,883,23.04
A442010744580,ENGINE,24126378,2LB011,2.25,930,24.96
A442010749780,DIESEL ENGINE,24126378,2LB011,2.25,730,22.08
A442010754480,ENGINE,24126378,2LB011,2.25,875,21.6
A442010754580,ENGINE,24126378,2LB011,2.25,940,23.04
A442010759780,DIESEL ENGINE,24126378,2LB011,2.25,1024,24.96
A442010764580,ENGINE,24126378,2LB011,2.25,836,21.12
A4420107645800101,ENGINE,13195980,2LB011,2.25,836,21.12
A4420107645800102,ENGINE,14339514,2LB011,2.25,836,21.12
A4420107645800103,ENGINE,14720688,2LB011,2.25,836,21.12
A4420107645800104,ENGINE,15483042,2LB011,2.25,836,21.12
A4420107645800105,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800201,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800202,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800203,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800204,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800205,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800301,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800302,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800303,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800304,ENGINE,18151284,2LB011,2.25,836,21.12
A4420107645800305,ENGINE,18151284,2LB011,2.25,836,21.12
A442010764780,ENGINE,24126378,2LB011,2.25,0.001,0
A442010769780,DIESEL ENGINE,24126378,2LB011,2.25,930,24.96
A442010774480,ENGINE,24126378,2LB011,2.25,938,24.96
A442010774580,ENGINE,24126378,2LB011,2.25,850,24.96
A442010779780,DIESEL ENGINE,24126378,2LB011,2.25,960,24.96
A442010784580,ENGINE,24126378,2LB011,2.25,920,28.8
A442010784780,ENGINE,24126378,2LB011,2.25,900,24.96
A442010794480,ENGINE,24126378,2LB011,2.25,934,23.04
A442010794580,ENGINE,24126378,2LB011,2.25,905,24.96
A442010794780,ENGINE,18503358,2LB011,2.25,950,23.04
A442010799780,DIESEL ENGINE,24126378,2LB011,2.25,870,24
A442010804580,ENGINE,24126378,2LB011,2.25,928,26.88
A442010804780,ENGINE,24126378,2LB011,2.25,956,24.96
A442010809780,DIESEL ENGINE,24126378,2LB011,2.25,966,25.536
A442010814580,ENGINE,24126378,2LB011,2.25,945,23.04
A442010814680,ENGINE,24126378,2LB011,2.25,910,24.96
A442010814780,ENGINE,24126378,2LB011,2.25,962,24.96
A442010819780,DIESEL ENGINE,24126378,2LB011,2.25,1024,24.576
A442010824680,ENGINE,24126378,2LB011,2.25,946,26.88
A442010824780,ENGINE,24126378,2LB011,2.25,951,24.96
A442010829780,DIESEL ENGINE,24126378,2LB011,2.25,980,26.52
A442010834480,ENGINE,24126378,2LB011,2.25,934,24.96
A442010834680,ENGINE,24126378,2LB011,2.25,0.001,0
A442010834780,ENGINE,24126378,2LB011,2.25,951,28.0224
A442010839780,DIESEL ENGINE,24126378,2LB011,2.25,980,24
A442010844680,ENGINE,24126378,2LB011,2.25,925,25.92
A442010844780,ENGINE,24126378,2LB011,2.25,935,27.54
A442010849780,DIESEL ENGINE,24126378,2LB011,2.25,990,26.208
A442010854780,ENGINE,24126378,2LB011,2.25,900,24
A442010859780,DIESEL ENGINE,24126378,2LB011,2.25,976,25.92
A442010864580,ENGINE,24126378,2LB011,2.25,856,24.96
A442010864680,ENGINE,24126378,2LB011,2.25,984,25.2
A442010864780,ENGINE,24126378,2LB011,2.25,910,23.04
A442010869780,DIESEL ENGINE,24126378,2LB011,2.25,962,22.08
A442010874780,ENGINE,24126378,2LB011,2.25,0.001,0
A442010879780,DIESEL ENGINE,24126378,2LB011,2.25,908,23.424
A442010884780,ENGINE,24126378,2LB011,2.25,923,21.56
A442010890080,ENGINE,24126378,2LB011,2.25,840,23.04
A442010894780,ENGINE,24126378,2LB011,2.25,850,21.12
A442010899780,DIESEL ENGINE,24126378,2LB011,2.25,986,24.96
A442010900080,ENGINE,24126378,2LB011,2.25,890,24
A442010904780,ENGINE,24126378,2LB011,2.25,960,26.208
A442010909780,DIESEL ENGINE,24126378,2LB011,2.25,960,25.536
A442010914680,ENGINE,24126378,2LB011,2.25,940,24.96
A442010914780,ENGINE,24126378,2LB011,2.25,854,19.2
A4420109147800101,ENGINE,13195980,2LB011,2.25,854,19.2
A4420109147800102,ENGINE,14339514,2LB011,2.25,854,19.2
A4420109147800103,ENGINE,14720688,2LB011,2.25,854,19.2
A4420109147800104,ENGINE,15483042,2LB011,2.25,854,19.2
A4420109147800105,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800201,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800202,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800203,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800204,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800205,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800301,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800302,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800303,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800304,ENGINE,18151284,2LB011,2.25,854,19.2
A4420109147800305,ENGINE,18151284,2LB011,2.25,854,19.2
A442010919780,DIESEL ENGINE,24126378,2LB011,2.25,979,25.152
