PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2176980527,MOUNTING RAIL,2760,1PU622,2.38,0.111,0.00864
A2176980627,MOUNTING RAIL,2760,1PU622,2.38,0.112,0.00756
A2176980800,"TRIM, LONGITUDINAL MEMBER",303240,1PU622,2.38,0,0
A21769808009999,"TRIM, LONGITUDINAL MEMBER",303240,1PU622,2.38,2.161,1.21563855
A2176980900,"TRIM, LONGITUDINAL MEMBER",303240,1PU622,2.38,0,0
A21769809009999,"TRIM, LONGITUDINAL MEMBER",303240,1PU622,2.38,2.163,1.2759894
A2176983700,MOUNTING RAIL,3384,1PU622,2.38,0.149,0.035235
A2176983800,MOUNTING RAIL,3384,1PU622,2.38,0.15,0.035235
A2177200148,COVERING PANEL,11262,1PU622,2.38,0.018,0.00999
A2177200248,COVERING PANEL,11772,1PU622,2.38,0.018,0.00999
A2177570089,TRIM STRIP,39108,1PU622,2.38,0.272,0.06324
A217757008964,TRIM STRIP,39108,1PU622,2.38,0.272,0.06324
A2178850000,SIDE SPOILER,138408,1PU622,2.38,0.155,0.1088
A2178850021,TRIM STRIP,22350,1PU622,2.38,0.039,0.00336
A21788500749040,TRIM,155556,1PU622,2.38,0,0
A21788500749999,TRIM,50880,1PU622,2.38,0.99,0.92568
A2178850138,SIDE SPOILER,29178,1PU622,2.38,0.119,0.3024
A2178850238,SIDE SPOILER,29178,1PU622,2.38,0.121,0.14592
A2178850300,SIDE SPOILER,138408,1PU622,2.38,0.161,0.117
A2178850321,TRIM STRIP,21330,1PU622,2.38,0.039,0.00336
A2178850400,TRIM,86040,1PU622,2.38,0.592,0.642
A2178850821,TRIM STRIP,28188,1PU622,2.38,0.211,0.09675
A21788511009040,TRIM STRIP,41484,1PU622,2.38,0.037,0.00891
A21788511219040,TRIM STRIP,35298,1PU622,2.38,0.053,0.0114
A21788511219775,TRIM STRIP,35298,1PU622,2.38,0.054,0.05225
A21788512009040,TRIM STRIP,41484,1PU622,2.38,0.037,0.00891
A2178851221,TRIM STRIP,70374,1PU622,2.38,0.319,0.11
A21788513009040,TRIM STRIP,72966,1PU622,2.38,0.2,0.084
A2178851321,TRIM STRIP,55560,1PU622,2.38,0.218,0.0558
A21788514009040,TRIM,62988,1PU622,2.38,0.924,2.1315
A2178851401,TRIM STRIP,48024,1PU622,2.38,0.124,0.11696
A2178851421,TRIM STRIP,55560,1PU622,2.38,0.218,0.0558
A2178851521,TRIM STRIP,41484,1PU622,2.38,0.048,0.01672
A21788515212A17,TRIM STRIP,41484,1PU622,2.38,0.048,0.00512
A2178851621,TRIM STRIP,41484,1PU622,2.38,0.048,0.00512
A21788516212A17,TRIM STRIP,41484,1PU622,2.38,0,0
A2178851721,TRIM STRIP,130932,1PU622,2.38,0.485,0.10285
A21788517212A17,TRIM STRIP,129636,1PU622,2.38,0,0
A2178851801,TRIM STRIP,55794,1PU622,2.38,0.102,0.03621
A2178851821,TRIM STRIP,108486,1PU622,2.38,0.478,0.07992
A2178851921,TRIM STRIP,62976,1PU622,2.38,0.085,0.0504175
A21788519212A17,TRIM STRIP,62976,1PU622,2.38,0,0
A2178852021,TRIM STRIP,62976,1PU622,2.38,0.082,0.0504175
A21788520212A17,TRIM STRIP,62976,1PU622,2.38,0,0
A2178852101,TRIM STRIP,49896,1PU622,2.38,0.088,0.0322875
A2178852121,TRIM STRIP,63612,1PU622,2.38,0.079,0.0441
A2178852221,TRIM STRIP,63612,1PU622,2.38,0.084,0.0186
A2178852321,TRIM STRIP,86040,1PU622,2.38,0.065,0.024255
A21788523212A17,TRIM STRIP,85188,1PU622,2.38,0,0
A2178852421,TRIM STRIP,86040,1PU622,2.38,0.077,0.02838
A2178852521,TRIM STRIP,73704,1PU622,2.38,0.178,0.015312
A21788525212A17,TRIM STRIP,72966,1PU622,2.38,0,0
A2178852621,TRIM STRIP,73704,1PU622,2.38,0.178,0.15312
A2178852921,TRIM STRIP,41904,1PU622,2.38,0.044,0.03
A2178853021,TRIM STRIP,41904,1PU622,2.38,0.044,0.01152
A2178854100,TRIM STRIP,20916,1PU622,2.38,0.024,0.008385
A2178854200,TRIM STRIP,19416,1PU622,2.38,0.021,0.008385
A2178854300,TRIM STRIP,19416,1PU622,2.38,0.023,0.008385
A2178854400,TRIM STRIP,19416,1PU622,2.38,0.022,0.008385
A2178854800,TRIM STRIP,48996,1PU622,2.38,0.122,0.04746
