PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A16868039175C15,COVER,31968,1OV623,2.61,0.27,0.1463
A16868039176C15,COVER,31968,1OV623,2.61,0.27,0.1463
A16868039177F16,COVER,159876,1OV623,2.61,0.27,0.1463
A16868039177F17,COVER,159876,1OV623,2.61,0.27,0.1463
A16868039178J26,COVER,31968,1OV623,2.61,0.27,0.1463
A16868039407D91,LINING,19722,1OV623,2.61,5.176,1.76358
A16868039419C58,LINING,24756,1OV623,2.61,0.57,1.40868
A16868040175C15,COVER,42288,1OV623,2.61,0.286,0.1463
A16868040177F16,COVER,31968,1OV623,2.61,0.286,0.1463
A16868040177F17,COVER,159876,1OV623,2.61,0.286,0.1463
A16868040178J26,COVER,159876,1OV623,2.61,0.286,0.1463
A1686804036,COVER,63846,1OV623,2.61,0.161,0.0512
A16868040407D91,LINING,19722,1OV623,2.61,4.128,2.001
A16868041407D91,LINING,98604,1OV623,2.61,5.034,1.24526
A16868044417D91,LINING,139824,1OV623,2.61,8.4,1.4976
A16868044418H01,LINING,27966,1OV623,2.61,8.4,1.4976
A16868045177D89,COVER,31176,1OV623,2.61,0.495,0.34875
A16868045178G79,COVER,16512,1OV623,2.61,0.495,0.34875
A16868047407D91,LINING,19722,1OV623,2.61,4.93,1.344
A16868047408H01,LINING,98604,1OV623,2.61,4.93,1.344
A16868048407D91,LINING,19722,1OV623,2.61,4.011,1.296
A16868051407D91,LINING,98604,1OV623,2.61,4.59,1.344
A16868052407D91,LINING,98604,1OV623,2.61,3.8,1.344
A16868059177D89,COVER,46962,1OV623,2.61,0.639,0.20787
A16868059178G79,COVER,41382,1OV623,2.61,0.639,0.20787
A16868060177D89,COVER,16512,1OV623,2.61,0.651,0.20787
A16868060178G79,COVER,50154,1OV623,2.61,0.651,0.20787
A16868088407F83,LINING,28548,1OV623,2.61,0.868,0.08208
A16868089408J58,LINING,28548,1OV623,2.61,0.81,0.07236
A16868091407F83,LINING,28986,1OV623,2.61,0.835,0.0405
A1686809540,TS LINING,68700,1OV623,2.61,3.07,0.2508
A1686809640,TS LINING,18168,1OV623,2.61,2.735,0.209
A1686809740,TS LINING,18168,1OV623,2.61,3.27,0.2508
A16868304087D88,COVER,3492,1OV623,2.61,0.056,0.0042
A16868313087D88,COVER,3492,1OV623,2.61,0.051,0.0042
