PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A21192013478J13,COVER,815544,1PV970,2.38,1.68,0.81648
A21192013478K62,COVER,815544,1PV970,2.38,1.63,0.81648
A21192013479C05,COVER,815544,1PV970,2.38,1.819,0.81648
A21192013479E38,COVER,815544,1PV970,2.38,1.819,0.81648
A21192013587K14,"COVER, CUSHION",347970,1PV970,2.38,0,0
A21192013588L19,"COVER, CUSHION",347970,1PV970,2.38,0.938,0.4845
A21192013589E43,"COVER, CUSHION",347970,1PV970,2.38,0.938,0.4845
A21192013607F40,COVER,179124,1PV970,2.38,0.753,0.2924
A21192013608K59,COVER,189210,1PV970,2.38,0.66,0.4416
A21192013609D88,COVER,189210,1PV970,2.38,0.657,0.4884
A21192013717F66,COVER,130482,1PV970,2.38,0.696,0.32928
A21192013718J48,COVER,130482,1PV970,2.38,0.692,0.19952
A21192013719D01,COVER,21126,1PV970,2.38,0.703,0.58212
A21192013827J82,"COVER, CUSHION",46596,1PV970,2.38,0,0
A21192013829F19,"COVER, CUSHION",46596,1PV970,2.38,0.203,0.09065
A21192014338K20,"COVER, BACKREST",413196,1PV970,2.38,0.619,0.3536
A21192014359C05,BAR,386784,1PV970,2.38,0,0
A21192014587K14,"COVER, CUSHION",282702,1PV970,2.38,0,0
A21192014588L19,"COVER, CUSHION",282702,1PV970,2.38,0.719,0.2124
A21192014589E43,"COVER, CUSHION",282702,1PV970,2.38,0.719,0.2124
A21192014607F40,COVER,136992,1PV970,2.38,0.582,0.23688
A21192014608K59,COVER,136992,1PV970,2.38,0.612,0.23688
A21192014609D88,COVER,136992,1PV970,2.38,0.539,0.201
A21192014717F66,COVER,32214,1PV970,2.38,0.512,0.1652
A21192014718J48,COVER,92412,1PV970,2.38,0.539,0.16225
A21192014719D01,COVER,92412,1PV970,2.38,0.512,0.1652
A21192014827J82,"COVER, CUSHION",46596,1PV970,2.38,0,0
A21192014829F19,"COVER, CUSHION",46596,1PV970,2.38,0.205,0.09065
A21192014917F40,"COVER, BACKREST",267480,1PV970,2.38,1.52,0.429
A21192014918K59,"COVER, BACKREST",267480,1PV970,2.38,1.527,0.429
A21192014919D88,"COVER, BACKREST",253224,1PV970,2.38,1.527,0.26
A21192015359C05,COVER,473292,1PV970,2.38,0,0
A21192015371B28,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015371B37,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015371B55,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015373C86,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015375D15,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015376C59,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015377F73,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015378K20,"COVER, CUSHION",385740,1PV970,2.38,0.895,0.43659
A21192015378K62,"COVER, CUSHION",385740,1PV970,2.38,0.895,0.43659
A21192015378L16,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015378L87,"COVER, CUSHION",385740,1PV970,2.38,0,0
A21192015379E38,"COVER, CUSHION",385740,1PV970,2.38,0.688,0.2352
A21192015465D22,COVER,130482,1PV970,2.38,0.701,0.3168
A21192015467F67,COVER,130482,1PV970,2.38,0.701,0.3168
A21192015468J49,COVER,130482,1PV970,2.38,0.701,0.3168
A21192015469D02,COVER,45486,1PV970,2.38,0.701,0.3168
A21192015475D22,COVER,157674,1PV970,2.38,0.566,0.36855
A21192015477F67,COVER,157674,1PV970,2.38,0.566,0.36855
A21192015478J49,COVER,157674,1PV970,2.38,0.566,0.36855
