PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2225403814,ELECTRICAL WIRING HARNESS,631116,1PV541,2.25,8.878,0.48285
A2225403815,ELECTRICAL WIRING HARNESS,631116,1PV541,2.25,8.871,0.45936
A2225403816,ELECTRICAL WIRING HARNESS,22236,1PV541,2.25,0,0
A2225403818,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0.461,0.0375
A2225403826,ELECTRICAL WIRING HARNESS,26874,1PV541,2.25,0.066,0.0512
A2225403829,ELECTRICAL WIRING HARNESS,39996,1PV541,2.25,0.462,0.0495
A2225403833,ELECTRICAL WIRING HARNESS,60066,1PV541,2.25,1.818,0.1632
A2225403836,ELECTRICAL WIRING HARNESS,60066,1PV541,2.25,0.473,0.0408
A2225403837,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0,0
A2225403838,ELECTRICAL WIRING HARNESS,205380,1PV541,2.25,3.879,0.24
A222540383864,ELECTRICAL WIRING HARNESS,205380,1PV541,2.25,3.879,0.24
A2225403843,ELECTRICAL WIRING HARNESS,86820,1PV541,2.25,0.629,0.084
A2225403845,ELECTRICAL WIRING HARNESS,80064,1PV541,2.25,0.493,0.0363
A2225403900,ELECTRICAL WIRING HARNESS,54372,1PV541,2.25,0.144,0.015
A2225403903,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0.822,0.06902
A2225403904,ELECTRICAL WIRING HARNESS,46632,1PV541,2.25,0.163,0.03024
A2225403905,ELECTRICAL WIRING HARNESS,5490,1PV541,2.25,0,0
A2225403906,ELECTRICAL WIRING HARNESS,24252,1PV541,2.25,0.052,0.00812
A2225403907,ELECTRICAL WIRING HARNESS,13536,1PV541,2.25,0.148,0.0288
A2225403911,ELECTRICAL WIRING HARNESS,37662,1PV541,2.25,0.506,0.0504
A2225403913,ELECTRICAL WIRING HARNESS,13536,1PV541,2.25,0.045,0.00648
A2225403914,ELECTRICAL WIRING HARNESS,631116,1PV541,2.25,8.796,0.48285
A2225403915,ELECTRICAL WIRING HARNESS,631116,1PV541,2.25,8.778,0.423
A2225403916,ELECTRICAL WIRING HARNESS,22236,1PV541,2.25,0,0
A2225403918,ELECTRICAL WIRING HARNESS,42180,1PV541,2.25,0.484,0.0375
A2225403926,ELECTRICAL WIRING HARNESS,26874,1PV541,2.25,0.064,0.015
A2225403929,ELECTRICAL WIRING HARNESS,46548,1PV541,2.25,0.571,0.03584
A2225403933,ELECTRICAL WIRING HARNESS,60066,1PV541,2.25,1.81,0.1121
A2225403936,ELECTRICAL WIRING HARNESS,46548,1PV541,2.25,0.485,0.0513
A2225403937,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0.074,0.00756
A2225403938,ELECTRICAL WIRING HARNESS,206184,1PV541,2.25,3.869,0.1215
A2225403941,ELECTRICAL WIRING HARNESS,619950,1PV541,2.25,9.115,0.48285
A2225403945,ELECTRICAL WIRING HARNESS,39996,1PV541,2.25,0.467,0.05022
A2225404000,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0.171,0.00784
A2225404002,ELECTRICAL WIRING HARNESS,46548,1PV541,2.25,0.771,0.0117
A2225404003,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0.623,0.0714
A2225404004,ELECTRICAL WIRING HARNESS,46632,1PV541,2.25,0.189,0.0156
A2225404006,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0,0
A2225404007,ELECTRICAL WIRING HARNESS,27438,1PV541,2.25,0.089,0.005415
A2225404011,ELECTRICAL WIRING HARNESS,47790,1PV541,2.25,0.484,0.0396
A2225404014,ELECTRICAL WIRING HARNESS,631116,1PV541,2.25,9.338,0.45936
A2225404015,ELECTRICAL WIRING HARNESS,631116,1PV541,2.25,9.2,0.5076
A2225404016,ELECTRICAL WIRING HARNESS,18882,1PV541,2.25,0.309,0.0338
A2225404018,ELECTRICAL WIRING HARNESS,115026,1PV541,2.25,0.57,0.042
A2225404024,ELECTRICAL WIRING HARNESS,11466,1PV541,2.25,0.103,0.01728
A2225404026,ELECTRICAL WIRING HARNESS,26874,1PV541,2.25,0.068,0.0338
A2225404029,ELECTRICAL WIRING HARNESS,46548,1PV541,2.25,0.48,0.0504
A2225404035,ELECTRICAL WIRING HARNESS,19620,1PV541,2.25,0.11,0.0297
A2225404037,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0.103,0.0198
A2225404041,ELECTRICAL WIRING HARNESS,630852,1PV541,2.25,11.456,0.84546
A2225404100,ELECTRICAL WIRING HARNESS,54726,1PV541,2.25,0.148,0.015
A2225404102,ELECTRICAL WIRING HARNESS,49140,1PV541,2.25,0.763,0.0252
A2225404103,ELECTRICAL WIRING HARNESS,122670,1PV541,2.25,0.694,0.03248
A2225404104,ELECTRICAL WIRING HARNESS,36918,1PV541,2.25,0.131,0.0102
A2225404108,ELECTRICAL WIRING HARNESS,190734,1PV541,2.25,2.077,0.10584
A2225404111,ELECTRICAL WIRING HARNESS,36918,1PV541,2.25,0.552,0.0396
A2225404114,ELECTRICAL WIRING HARNESS,631116,1PV541,2.25,9.261,0.423
