PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A17672011009D88,"TRIM, DOOR",215928,1PV647,2.25,2.462,1.27058
A17672011621C24,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672011623D16,"TRIM, DOOR",215928,1PV647,2.25,2.642,1.0302
A17672011627C50,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672011627C70,"TRIM, DOOR",215928,1PV647,2.25,2.642,1.0302
A17672011627M77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672011627M83,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672011628G72,"TRIM, DOOR",215928,1PV647,2.25,2.642,1.0608
A17672011628M62,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672011629D88,"TRIM, DOOR",215928,1PV647,2.25,2.642,1.0608
A17672011629G60,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672011629H40,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672011629J00,"TRIM, DOOR",215928,1PV647,2.25,0,0
A1767201195,ARMREST,63324,1PV647,2.25,0,0
A17672011951C32,ARMREST,63324,1PV647,2.25,0,0
A17672011951C88,ARMREST,63324,1PV647,2.25,0,0
A17672011953D16,ARMREST,63324,1PV647,2.25,0.466,0.20026
A17672011953E25,ARMREST,63324,1PV647,2.25,0,0
A17672011953E40,ARMREST,55980,1PV647,2.25,0,0
A17672011955C27,ARMREST,63324,1PV647,2.25,0,0
A17672011955F19,ARMREST,55980,1PV647,2.25,0,0
A17672011957C50,ARMREST,63324,1PV647,2.25,0,0
A17672011957C70,ARMREST,63324,1PV647,2.25,0,0
A17672011957M83,ARMREST,63324,1PV647,2.25,0,0
A17672011957M97,ARMREST,63324,1PV647,2.25,0,0
A17672011958G72,ARMREST,63324,1PV647,2.25,0.458,0.20026
A17672011958M62,ARMREST,63324,1PV647,2.25,0,0
A17672011958Q85,ARMREST,63324,1PV647,2.25,0.452,0.20026
A17672011958S98,ARMREST,63324,1PV647,2.25,0,0
A17672011959H64,ARMREST,63324,1PV647,2.25,0.448,0.20026
A17672012003D16,"TRIM, DOOR",215928,1PV647,2.25,2.42,1.0302
A17672012007C70,"TRIM, DOOR",215928,1PV647,2.25,2.4,0.97104
A17672012007M97,"TRIM, DOOR",215928,1PV647,2.25,2.395,1.27058
A17672012008G72,"TRIM, DOOR",215928,1PV647,2.25,2.49,1.27058
A17672012008S77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012009D88,"TRIM, DOOR",215928,1PV647,2.25,2.462,1.0302
A17672012621C24,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012623D16,"TRIM, DOOR",215928,1PV647,2.25,2.61,1.0608
A17672012627C50,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012627C70,"TRIM, DOOR",215928,1PV647,2.25,2.61,1.0608
A17672012627M77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012627M83,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012627M97,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012628G72,"TRIM, DOOR",215928,1PV647,2.25,2.6,1.0608
A17672012628M62,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012628S77,"TRIM, DOOR",215928,1PV647,2.25,2.61,1.0608
A17672012629D88,"TRIM, DOOR",215928,1PV647,2.25,2.642,1.0608
A17672012629G60,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012629H40,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672012629J00,"TRIM, DOOR",215928,1PV647,2.25,0,0
A1767201295,ARMREST,63324,1PV647,2.25,0,0
A17672012951C32,ARMREST,63324,1PV647,2.25,0,0
A17672012953D16,ARMREST,63324,1PV647,2.25,0.42,0.20026
A17672012953E25,ARMREST,63324,1PV647,2.25,0,0
A17672012953E40,ARMREST,61572,1PV647,2.25,0,0
A17672012955F19,ARMREST,61572,1PV647,2.25,0,0
A1767201295649H64,ARMREST,61572,1PV647,2.25,0.418,0.20026
A17672012957C50,ARMREST,63324,1PV647,2.25,0,0
A17672012957C70,ARMREST,63324,1PV647,2.25,0,0
A17672012957M83,ARMREST,63324,1PV647,2.25,0.422,0.20026
A17672012957M97,ARMREST,63324,1PV647,2.25,0,0
A17672012958G72,ARMREST,63324,1PV647,2.25,0.422,0.20026
A17672012958M62,ARMREST,63324,1PV647,2.25,0,0
A17672012958Q85,ARMREST,63324,1PV647,2.25,0.418,0.20026
A17672012958S98,ARMREST,63324,1PV647,2.25,0,0
A17672012959H64,ARMREST,61572,1PV647,2.25,0.418,0.20026
A17672013009H93,"TRIM, DOOR",215928,1PV647,2.25,2.429,1.186144
A17672013621C24,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013627C70,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013627M77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013627M97,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013628S77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013629D88,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013629G60,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013629H40,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013629H93,"TRIM, DOOR",215928,1PV647,2.25,2.535,1.0608
A17672013629J00,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672013951C32,ARMREST,63324,1PV647,2.25,0.436,0.20026
A17672013951C88,ARMREST,61572,1PV647,2.25,0,0
A17672013953D16,ARMREST,63324,1PV647,2.25,0.436,0.20026
A17672013953E25,ARMREST,63324,1PV647,2.25,0,0
A17672013953E40,ARMREST,61572,1PV647,2.25,0.425,0.20026
A17672013955C27,ARMREST,61572,1PV647,2.25,0,0
A17672013955F19,ARMREST,63324,1PV647,2.25,0.432,0.20026
A1767201395643D16,ARMREST,61572,1PV647,2.25,0.436,0.20026
A1767201395647C70,ARMREST,61572,1PV647,2.25,0.437,0.20026
A1767201395648G72,ARMREST,61572,1PV647,2.25,0.428,0.20026
A1767201395657C70,ARMREST,61572,1PV647,2.25,0.428,0.20026
A17672013957C50,ARMREST,63324,1PV647,2.25,0,0
A17672013957C70,ARMREST,63324,1PV647,2.25,0.437,0.20026
A17672013957M83,ARMREST,63324,1PV647,2.25,0.307,0.08246
A17672013957M93,ARMREST,63324,1PV647,2.25,0.307,0.20026
A17672013957M97,ARMREST,63324,1PV647,2.25,0,0
A17672013958G72,ARMREST,63324,1PV647,2.25,0.423,0.20026
A17672013958M62,ARMREST,63324,1PV647,2.25,0,0
A17672013958Q85,ARMREST,63324,1PV647,2.25,0.435,0.20026
A17672013958R79,ARMREST,63324,1PV647,2.25,0,0
A17672013958S17,ARMREST,63324,1PV647,2.25,0.428,0.20026
A17672013958S98,ARMREST,63324,1PV647,2.25,0,0
A17672013959H64,ARMREST,63324,1PV647,2.25,0.423,0.20026
A17672014009H93,"TRIM, DOOR",215928,1PV647,2.25,2.49,1.17968
A17672014621C24,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014627C50,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014627C70,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014627M77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014627M83,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014627M97,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014628M62,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014628S77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014629D88,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014629G60,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014629H40,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014629H93,"TRIM, DOOR",215928,1PV647,2.25,2.573,1.0608
A17672014629J00,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672014951C32,ARMREST,63324,1PV647,2.25,0,0
A17672014951C88,ARMREST,63324,1PV647,2.25,0,0
A17672014953D16,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672014953E25,ARMREST,63324,1PV647,2.25,0,0
A17672014953E40,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672014955C27,ARMREST,63324,1PV647,2.25,0,0
A17672014955F19,ARMREST,63324,1PV647,2.25,0,0
A1767201495648G72,ARMREST,63324,1PV647,2.25,0.473,0.23161
A1767201495649H64,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672014957C50,ARMREST,63324,1PV647,2.25,0,0
A17672014957C70,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672014957M83,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672014957M93,ARMREST,63324,1PV647,2.25,0,0
A17672014957M97,ARMREST,63324,1PV647,2.25,0,0
A17672014958G72,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672014958M62,ARMREST,63324,1PV647,2.25,0,0
A17672014958Q85,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672014958R79,ARMREST,63324,1PV647,2.25,0,0
A17672014958S17,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672014958S98,ARMREST,63324,1PV647,2.25,0,0
A17672014959H64,ARMREST,63324,1PV647,2.25,0.473,0.23161
A17672015009H93,"TRIM, DOOR",215928,1PV647,2.25,2.327,0.96152
A17672015621C24,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015627C50,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015627C70,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015627M77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015627M83,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015627M97,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015628M62,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015628S77,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015629G60,"TRIM, DOOR",215928,1PV647,2.25,0,0
A17672015629H40,"TRIM, DOOR",215928,1PV647,2.25,0,0
