PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A20492048338L54,"COVER, SEAT BACKREST",259278,1PV970,2.38,0.61,0.182
A20492048338L96,"COVER, SEAT BACKREST",259278,1PV970,2.38,0,0
A20492048338P13,"COVER, SEAT BACKREST",259278,1PV970,2.38,0.629,0.209
A20492048338R66,"COVER, SEAT BACKREST",259278,1PV970,2.38,0,0
A20492048338X11,"COVER, SEAT BACKREST",259278,1PV970,2.38,0,0
A20492048339E43,"COVER, SEAT BACKREST",259278,1PV970,2.38,0.629,0.209
A20492049337J95,COVER,316704,1PV970,2.38,0.721,0.22496
A20492049337K52,COVER,316704,1PV970,2.38,0.721,0.22496
A20492049338L19,COVER,316704,1PV970,2.38,0,0
A20492049338P13,COVER,316704,1PV970,2.38,0.721,0.22496
A20492049338R66,COVER,316704,1PV970,2.38,0,0
A20492049339E43,COVER,316704,1PV970,2.38,0.721,0.22496
A20492050337J95,COVER,259278,1PV970,2.38,0.631,0.18105
A20492050337K52,COVER,259278,1PV970,2.38,0.631,0.18105
A20492050338L19,COVER,259278,1PV970,2.38,0.606,0.18105
A20492050338P13,COVER,259278,1PV970,2.38,0.57,0.3618
A20492050338R66,COVER,259278,1PV970,2.38,0,0
A20492050339E43,COVER,259278,1PV970,2.38,0.631,0.18105
A20492050467J95,COVER,518562,1PV970,2.38,1.383,0.1749
A20492050468L54,COVER,518562,1PV970,2.38,1.383,0.33288
A20492050468P13,COVER,518562,1PV970,2.38,0,0
A20492050469E43,COVER,490926,1PV970,2.38,1.4,0.33288
A20492051001B55,"COVER, SEAT CUSHION",606474,1PV970,2.38,1.3,0.14892
A204920510020,"COVER, SEAT CUSHION",606474,1PV970,2.38,1.3,0.14892
A20492051008H76,"COVER, SEAT CUSHION",606474,1PV970,2.38,1.3,0.14892
A20492051008L87,"COVER, SEAT CUSHION",606474,1PV970,2.38,1.3,0.14892
A20492051337J95,COVER,316704,1PV970,2.38,0,0
A20492051337K52,COVER,316704,1PV970,2.38,0,0
A20492051338L19,COVER,316704,1PV970,2.38,0,0
A20492051338L54,COVER,316704,1PV970,2.38,0.662,0.22496
A20492051338L96,COVER,316704,1PV970,2.38,0.699,0.22496
A20492051338M40,COVER,316704,1PV970,2.38,0.662,0.22496
A20492051338P13,COVER,316704,1PV970,2.38,0,0
A20492051338R66,COVER,316704,1PV970,2.38,0,0
A20492051338X11,COVER,316704,1PV970,2.38,0,0
A20492051339E43,COVER,316704,1PV970,2.38,0.662,0.22496
A20492051467L37,COVER,171318,1PV970,2.38,1.11,0.3528
A20492051468P28,COVER,171318,1PV970,2.38,1.11,0.3528
A20492051469G15,COVER,162186,1PV970,2.38,1.11,0.3528
A20492052337J95,COVER,259278,1PV970,2.38,0.582,0.33867
A20492052337K52,COVER,259278,1PV970,2.38,0,0
A20492052338L19,COVER,259278,1PV970,2.38,0,0
A20492052338L54,COVER,259278,1PV970,2.38,0.582,0.33867
A20492052338L96,COVER,259278,1PV970,2.38,0.582,0.33867
A20492052338M40,COVER,245454,1PV970,2.38,0.582,0.33867
A20492052338P13,COVER,259278,1PV970,2.38,0,0
A20492052338R66,COVER,259278,1PV970,2.38,0,0
A20492052338X11,COVER,259278,1PV970,2.38,0,0
A20492052339E43,COVER,259278,1PV970,2.38,0.582,0.33867
A20492053337J95,COVER,316704,1PV970,2.38,0.84,0.23716
A20492053337K52,COVER,316704,1PV970,2.38,0.75,0.17787
A20492053338L19,COVER,316704,1PV970,2.38,0,0
A20492053338L54,COVER,316704,1PV970,2.38,0.75,0.17787
A20492053338L96,COVER,316704,1PV970,2.38,0,0
A20492053338M40,COVER,316704,1PV970,2.38,0.75,0.17787
A20492053338P13,COVER,316704,1PV970,2.38,0,0
A20492053338R66,COVER,316704,1PV970,2.38,0,0
A20492053339E43,COVER,316704,1PV970,2.38,0.733,0.17787
A20492054337J95,COVER,259278,1PV970,2.38,0.59,0.1596
A20492054337K52,COVER,259278,1PV970,2.38,0.59,0.1596
A20492054338L19,COVER,259278,1PV970,2.38,0,0
A20492054338L54,COVER,259278,1PV970,2.38,0.59,0.1596
A20492054338L96,COVER,259278,1PV970,2.38,0,0
A20492054338M40,COVER,259278,1PV970,2.38,1.139,0.111
A20492054338P13,COVER,259278,1PV970,2.38,0,0
A20492054338R66,COVER,259278,1PV970,2.38,0,0
A20492054339E43,COVER,259278,1PV970,2.38,1.139,0.111
A2049205901,"PADDING, REAR BACKREST",64824,1PV970,2.38,4.7,1.0092
A2049206001,"PADDING, REAR BACKREST",50940,1PV970,2.38,0,0
A2049206101,"PADDING, REAR BACKREST",64824,1PV970,2.38,2.11,0.6272
A20492061337H23,COVER,144822,1PV970,2.38,0.766,0.3192
