PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2316300200,"FENDER, REAR",535668,1PU620,2.61,2.871,6.81207
A2316390011,THREADED PLATE,5940,1PU620,2.61,0.117,0.00056
A2426300100,"FENDER, REAR",456144,1PU620,2.61,6.2,8.1844
A2426300200,"FENDER, REAR",456144,1PU620,2.61,6.2,8.1844
A2476370902,"PANELING, SIDE WALL",693486,1PU620,2.61,4.7,7.50288
A2476371102,"PANELING, SIDE WALL",597060,1PU620,2.61,12.7,4.47552
A2476371902,"PANELING, SIDE WALL",313812,1PU620,2.61,3.842,1.782
A2476372002,"PANELING, SIDE WALL",313812,1PU620,2.61,3.842,1.782
A2476372102,"PANELING, SIDE WALL",332964,1PU620,2.61,3.582,3.18274
A2476372202,"PANELING, SIDE WALL",332964,1PU620,2.61,3.582,3.18274
A2476372902,"PANELING, SIDE WALL",313812,1PU620,2.61,3.934,3.0528
A2476373002,"PANELING, SIDE WALL",313812,1PU620,2.61,3.934,3.0528
A2476373102,"PANELING, SIDE WALL",330000,1PU620,2.61,3.934,3.0528
A2476373202,"PANELING, SIDE WALL",330000,1PU620,2.61,3.934,3.0528
A2518200072,LOCK,30396,1PU620,2.61,0.15,0.033
A2518200172,LOCK,25260,1PU620,2.61,0.131,0.01296
A2536372101,"PANELING, SIDE WALL",180084,1PU620,2.61,3.582,4.588
A2536372201,"PANELING, SIDE WALL",180084,1PU620,2.61,3.582,3.18274
A2536373501,"PANELING, SIDE WALL",188826,1PU620,2.61,3.582,3.18274
A2536373601,"PANELING, SIDE WALL",188826,1PU620,2.61,3.593,1.425
A2536377301,"PANELING, SIDE WALL",306192,1PU620,2.61,19,6.65266
A2536377401,"PANELING, SIDE WALL",306192,1PU620,2.61,19,7.4496
A2536377501,"PANELING, SIDE WALL",187992,1PU620,2.61,5.927,4.0257
A2536377601,"PANELING, SIDE WALL",187992,1PU620,2.61,0,4.0257
A2576361000,STRUT,92088,1PU620,2.61,0.407,0.1071
A1645200322,COVER,71352,1PU626,2.61,2.955,2.78001
A1646102131,MOUNTING CONSULE,13164,1PU626,2.61,0.465,0.0336
A1646102231,MOUNTING CONSULE,13164,1PU626,2.61,0.465,0.0336
A1646116716,REINFORCEMENT,12138,1PU626,2.61,0.233,0.00868
A1646116816,REINFORCEMENT,12138,1PU626,2.61,0.236,0.00868
A1676102403,REAR-END FLOOR,143964,1PU626,2.61,1.1,0.032508
A1676183600,REAR-END FLOOR,88554,1PU626,2.61,0.224,0.01518
A1696104008,COVER,16038,1PU626,2.61,1.575,0.70725
A1696104208,COVER,18372,1PU626,2.61,2.675,2.112
A1696105408,COVER,10818,1PU626,2.61,0.475,0.5412
A1905244700,ENGINE COMPARTMENT COVER,211350,1PU626,2.61,2.505,0.21063
A1975200022,ENGINE COMPARTMENT COVER,1794306,1PU626,2.61,1.285,0.783
A1975200322,ENGINE COMPARTMENT COVER,1186872,1PU626,2.61,0.245,0.1295
A1975200422,ENGINE COMPARTMENT COVER,1027992,1PU626,2.61,0.408,0.28908
A1975202122,ENGINE COMPARTMENT COVER,1495272,1PU626,2.61,0.559,0.3948
A1975202222,ENGINE COMPARTMENT COVER,1457886,1PU626,2.61,0.543,0.3948
