PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2087200422,TRIM STRIP,114642,1OU623,2.61,0.081,0.0066
A20872005228H52,TRIM STRIP,42294,1OU623,2.61,0.075,0.01944
A20872011229B99,TRIM STRIP,114642,1OU623,2.61,0.082,0.01944
A20872012229B99,TRIM STRIP,114642,1OU623,2.61,0.082,0.01944
A20872013228K48,TRIM STRIP,183534,1OU623,2.61,0.08,0.0108
A20872015229C84,TRIM STRIP,30684,1OU623,2.61,0.076,0.01296
A2107200122,TRIM STRIP,15000,1OU623,2.61,0.102,0.03042
A2107200222,TRIM STRIP,18276,1OU623,2.61,0.102,0.02555
A21072005228G88,TRIM STRIP,138594,1OU623,2.61,0.1,0.0147
A21072006228G88,TRIM STRIP,138594,1OU623,2.61,0.1,0.0098
A21072007229B99,TRIM STRIP,47736,1OU623,2.61,0.103,0.04828
A21072008229B99,TRIM STRIP,138594,1OU623,2.61,0.103,0.04828
A21072011228H30,TRIM STRIP,21858,1OU623,2.61,0.108,0.0234
A21072012228H30,TRIM STRIP,109308,1OU623,2.61,0.108,0.02555
A21072013228H75,TRIM STRIP,27720,1OU623,2.61,0.106,0.0357
A21073005228G88,TRIM STRIP,23172,1OU623,2.61,0.115,0.03354
A21073006228G88,TRIM STRIP,23172,1OU623,2.61,0.115,0.03354
A21073007229B99,TRIM STRIP,23172,1OU623,2.61,0.11,0.05372
A21073008229B99,TRIM STRIP,23868,1OU623,2.61,0.114,0.05372
A21073009228H30,TRIM STRIP,21858,1OU623,2.61,0.114,0.03978
A21073010228H30,TRIM STRIP,109308,1OU623,2.61,0.114,0.03978
A21073011228H75,TRIM STRIP,138594,1OU623,2.61,0.112,0.03927
A1245280610,CAP,11982,1OU623,2.61,0.15,0.0448
A1246800051,HINGE,7404,1OU623,2.61,0.03,0.0003
A1246840118,COVER,7032,1OU623,2.61,0.024,0.00036
A12468413188326,COVER,2412,1OU623,2.61,0.006,0.0006
A12468413188412,COVER,2412,1OU623,2.61,0.006,0.0006
A12468413189051,COVER,2412,1OU623,2.61,0.006,0.0006
A12468421185076,COVER,1644,1OU623,2.61,0.007,0.0003
A12468421187101,COVER,1326,1OU623,2.61,0.009,0.0006
A12468421188412,COVER,1326,1OU623,2.61,0.007,0.0003
A12468421189051,COVER,1584,1OU623,2.61,0.007,0.0006
A12468422185076,COVER,1140,1OU623,2.61,0.007,0.0006
A12468422187101,COVER,1014,1OU623,2.61,0.007,0.0003
A12468422188412,COVER,1014,1OU623,2.61,0.007,0.0003
