PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A90669004507Q96,"TRIM, ROOF",82944,2TU622,2.61,3.202,5.02086
A90669005009678,TRIM STRIP,39540,2TU622,2.61,0.544,0.1911
A90669008009678,TRIM STRIP,46788,2TU622,2.61,1.116,0.1216
A90669008549G99,"TRIM, SIDE WALL",78492,2TU622,2.61,2.829,0.42558
A90669010009678,TRIM STRIP,70950,2TU622,2.61,1.124,0.144
A90669010009B51,TRIM STRIP,46788,2TU622,2.61,1.13,0.144
A90669011829678,PROTECTIVE STRIP,13224,2TU622,2.61,0.11,0.0128
A90669012829678,PROTECTIVE STRIP,13224,2TU622,2.61,0.106,0.0128
A90669013829678,PROTECTIVE STRIP,39198,2TU622,2.61,0.741,0.225
A90669013829B51,PROTECTIVE STRIP,39198,2TU622,2.61,0.717,0.1815
A90669014829678,PROTECTIVE STRIP,39198,2TU622,2.61,0.741,0.18
A90669014829B51,PROTECTIVE STRIP,39198,2TU622,2.61,0.716,0.18
A90669015829678,PROTECTIVE STRIP,34494,2TU622,2.61,0.65,0.1695
A90669015829B51,PROTECTIVE STRIP,34494,2TU622,2.61,0.65,0.1695
A90669016009678,TRIM STRIP,58800,2TU622,2.61,0.846,0.1016
A90669016009B51,TRIM STRIP,58800,2TU622,2.61,0.831,0.195
A90669016829678,PROTECTIVE STRIP,34494,2TU622,2.61,0.649,0.171
A90669016829B51,PROTECTIVE STRIP,34494,2TU622,2.61,0.649,0.171
A9066901782289678,PROTECTIVE STRIP,49578,2TU622,2.61,0.95,0.162
A9066901782289B51,PROTECTIVE STRIP,49578,2TU622,2.61,0.911,0.2325
A90669017829678,PROTECTIVE STRIP,71694,2TU622,2.61,0.937,0.2325
A90669017829B51,PROTECTIVE STRIP,41952,2TU622,2.61,0.911,0.2325
A90669018009678,TRIM STRIP,58800,2TU622,2.61,0.846,0.26
A90669018009B51,TRIM STRIP,58800,2TU622,2.61,0.832,0.195
A9066901882289678,PROTECTIVE STRIP,49578,2TU622,2.61,0.95,0.162
A9066901882289B51,PROTECTIVE STRIP,49578,2TU622,2.61,0.902,0.2325
A90669018829678,PROTECTIVE STRIP,71694,2TU622,2.61,0.931,0.2325
A90669018829B51,PROTECTIVE STRIP,41952,2TU622,2.61,0.902,0.2325
A90669019629B51,STRIP,34494,2TU622,2.61,0.614,0.165
A90669021829678,PROTECTIVE STRIP,16518,2TU622,2.61,0.134,0.0133
A90669021829B51,PROTECTIVE STRIP,16518,2TU622,2.61,0.131,0.01596
A90669022829678,PROTECTIVE STRIP,16518,2TU622,2.61,0.134,0.01672
A90669022829B51,PROTECTIVE STRIP,16518,2TU622,2.61,0.128,0.01596
A9066902782289678,PROTECTIVE STRIP,38412,2TU622,2.61,0.39,0.0584
A9066902782289B51,PROTECTIVE STRIP,38412,2TU622,2.61,0.393,0.1125
A90669027829678,PROTECTIVE STRIP,72240,2TU622,2.61,0.406,0.152
A90669027829B51,PROTECTIVE STRIP,38412,2TU622,2.61,0.393,0.1125
A9066902882289678,PROTECTIVE STRIP,38412,2TU622,2.61,0.39,0.0584
A9066902882289B51,PROTECTIVE STRIP,38412,2TU622,2.61,0.39,0.1125
A90669028829678,PROTECTIVE STRIP,48468,2TU622,2.61,0.39,0.1125
A90669028829B51,PROTECTIVE STRIP,38412,2TU622,2.61,0.39,0.1125
A90669029829678,PROTECTIVE STRIP,58800,2TU622,2.61,0.86,0.208
A90669029829B51,PROTECTIVE STRIP,58800,2TU622,2.61,0.823,0.195
A90669030829678,PROTECTIVE STRIP,58800,2TU622,2.61,0.857,0.21216
A90669030829B51,PROTECTIVE STRIP,58800,2TU622,2.61,0.827,0.195
A90669032009678,TRIM STRIP,47550,2TU622,2.61,0.752,0.18
A90669032009B51,TRIM STRIP,39198,2TU622,2.61,0.72,0.1815
A90669033009678,TRIM STRIP,39198,2TU622,2.61,0.757,0.18
A90669033009B51,TRIM STRIP,39198,2TU622,2.61,0.721,0.18
A9066903382289678,PROTECTIVE STRIP,27384,2TU622,2.61,0.184,0.126
A9066903382289B51,PROTECTIVE STRIP,27384,2TU622,2.61,0.175,0.06
A90669033829678,PROTECTIVE STRIP,27384,2TU622,2.61,0.175,0.15435
A90669033829B51,PROTECTIVE STRIP,26646,2TU622,2.61,0.175,0.06
A90669034009678,TRIM STRIP,34494,2TU622,2.61,0.668,0.088
A90669034009B51,TRIM STRIP,34494,2TU622,2.61,0.66,0.1695
A9066903482289678,PROTECTIVE STRIP,27384,2TU622,2.61,0.175,0.15435
A9066903482289B51,PROTECTIVE STRIP,27384,2TU622,2.61,0.175,0.06
A90669034829678,PROTECTIVE STRIP,27384,2TU622,2.61,0.185,0.15435
A90669034829B51,PROTECTIVE STRIP,26646,2TU622,2.61,0.175,0.06
A90669035009678,TRIM STRIP,34494,2TU622,2.61,0.66,0.1695
A90669035009B51,TRIM STRIP,34494,2TU622,2.61,0.668,0.171
A90669035829678,PROTECTIVE STRIP,32946,2TU622,2.61,0.435,0.19208
A90669035829B51,PROTECTIVE STRIP,32946,2TU622,2.61,0.414,0.31248
A90669036009678,TRIM STRIP,50898,2TU622,2.61,0.955,0.12
A90669036009B51,TRIM STRIP,41952,2TU622,2.61,0.905,0.2295
A90669036829678,PROTECTIVE STRIP,32946,2TU622,2.61,0.338,0.18048
A90669036829B51,PROTECTIVE STRIP,32946,2TU622,2.61,0.409,0.31248
A90669037009678,TRIM STRIP,41952,2TU622,2.61,0.955,0.12
A90669037009B51,TRIM STRIP,41952,2TU622,2.61,0.919,0.2325
A90669037829678,PROTECTIVE STRIP,41784,2TU622,2.61,0.221,0.09261
A90669037829B51,PROTECTIVE STRIP,32154,2TU622,2.61,0.221,0.0645
A90669038829678,PROTECTIVE STRIP,32154,2TU622,2.61,0.232,0.17544
A90669038829B51,PROTECTIVE STRIP,32154,2TU622,2.61,0.224,0.0645
A9066903982289678,PROTECTIVE STRIP,44364,2TU622,2.61,0.325,0.0513
A9066903982289B51,PROTECTIVE STRIP,44364,2TU622,2.61,0.325,0.0945
A90669039829678,PROTECTIVE STRIP,48216,2TU622,2.61,0.325,0.0513
A90669039829B51,PROTECTIVE STRIP,44364,2TU622,2.61,0.325,0.0945
A9066904082289678,PROTECTIVE STRIP,44364,2TU622,2.61,0.326,0.0513
A9066904082289B51,PROTECTIVE STRIP,44364,2TU622,2.61,0.326,0.0945
A90669040829678,PROTECTIVE STRIP,83430,2TU622,2.61,0.32,0.0945
A90669040829B51,PROTECTIVE STRIP,43164,2TU622,2.61,0.325,0.0945
A90669041829678,PROTECTIVE STRIP,50970,2TU622,2.61,0.58,0.1515
A90669041829B51,PROTECTIVE STRIP,50970,2TU622,2.61,0.58,0.1515
A90669042009678,TRIM STRIP,50970,2TU622,2.61,0.68,0.0856
A90669042009B51,TRIM STRIP,50970,2TU622,2.61,0.652,0.1695
A90669042829678,PROTECTIVE STRIP,50970,2TU622,2.61,0.605,0.1442
A90669042829B51,PROTECTIVE STRIP,50970,2TU622,2.61,0.573,0.15
A90669043009678,TRIM STRIP,61830,2TU622,2.61,0.68,0.0856
A90669043009B51,TRIM STRIP,50970,2TU622,2.61,0.646,0.1695
A90669043829678,PROTECTIVE STRIP,50970,2TU622,2.61,0.697,0.06678
A90669043829B51,PROTECTIVE STRIP,50970,2TU622,2.61,0.636,0.165
A90669044009678,TRIM STRIP,50970,2TU622,2.61,0.612,0.0784
A90669044009B51,TRIM STRIP,50970,2TU622,2.61,0.59,0.1836
A90669044829678,PROTECTIVE STRIP,50970,2TU622,2.61,0.658,0.1695
A90669044829B51,PROTECTIVE STRIP,50970,2TU622,2.61,0.64,0.1695
A90669045009678,TRIM STRIP,50970,2TU622,2.61,0.622,0.0784
A90669045009B51,TRIM STRIP,50970,2TU622,2.61,0.578,0.1836
A9066904582289678,PROTECTIVE STRIP,58800,2TU622,2.61,0.83,0.11676
A9066904582289B51,PROTECTIVE STRIP,58800,2TU622,2.61,0.828,0.18125
A90669045829678,PROTECTIVE STRIP,58800,2TU622,2.61,0.83,0.11676
A90669045829B51,PROTECTIVE STRIP,58800,2TU622,2.61,0.828,0.18125
A90669046009678,TRIM STRIP,71334,2TU622,2.61,0.85,0.22464
A90669046009B51,TRIM STRIP,58800,2TU622,2.61,0.836,0.2115
A9066904682289678,PROTECTIVE STRIP,58800,2TU622,2.61,0.808,0.175
A9066904682289B51,PROTECTIVE STRIP,58800,2TU622,2.61,0.808,0.175
A90669046829678,PROTECTIVE STRIP,91146,2TU622,2.61,0.85,0.12232
A90669046829B51,PROTECTIVE STRIP,57204,2TU622,2.61,0.808,0.175
