PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A9603102222,CROSSMEMBER,269166,2LV031,2.25,14.981,1.18048
A9603102251,MOUNTING CONSULE,120042,2LV031,2.25,7.248,0.09333
A9603102322,CROSSMEMBER,269676,2LV031,2.25,15.2,1.1968
A9603102351,MOUNTING CONSULE,120042,2LV031,2.25,7.208,0.102
A9603102357,ANGLE BRACKET,394914,2LV031,2.25,0,0
A9603102451,MOUNTING CONSULE,118878,2LV031,2.25,6.2,0.0447876
A9603102457,ANGLE BRACKET,394914,2LV031,2.25,0,0
A9603102551,MOUNTING CONSULE,118878,2LV031,2.25,6.26,0.0459888
A96031026097416,BRACKET,67362,2LV031,2.25,0,0
A96031027097416,BRACKET,67362,2LV031,2.25,0,0
A9603102757,ANGLE BRACKET,621372,2LV031,2.25,0,0
A9603102838,CROSSMEMBER,197310,2LV031,2.25,10.933,0.13459875
A9603102857,ANGLE BRACKET,621372,2LV031,2.25,0,0
A9603102890,REINFORCEMENT PLATE,638202,2LV031,2.25,44,0.8694
A9603102938,CROSSMEMBER,197310,2LV031,2.25,9.099,0.09962467
A9603102946,CROSSMEMBER,377100,2LV031,2.25,0,0
A9603102990,REINFORCEMENT PLATE,638202,2LV031,2.25,44,0.8694
A9603103038,CROSSMEMBER,269088,2LV031,2.25,16.912,0.1524
A9603103090,REINFORCEMENT PLATE,638202,2LV031,2.25,43.3,0.8694
A9603103190,REINFORCEMENT PLATE,638202,2LV031,2.25,43.86,0.9072
A9603103390,REINFORCEMENT PLATE,638202,2LV031,2.25,45.54,0.8568
A9603103451,MOUNTING CONSULE,176892,2LV031,2.25,0,0
A9603103457,ANGLE BRACKET,18012,2LV031,2.25,0,0
A9603103546,END CROSSMEMBER,456750,2LV031,2.25,43.16,0.6045
A9603103557,ANGLE BRACKET,18708,2LV031,2.25,0,0
A9603103657,ANGLE BRACKET,13170,2LV031,2.25,0.355,0.0052
A960310365764,ANGLE BRACKET,13170,2LV031,2.25,0.355,0.0052
A9603103690,REINFORCEMENT,83760,2LV031,2.25,0,0
A9603103757,ANGLE BRACKET,13170,2LV031,2.25,0.039,0.00315
A9603103846,END CROSSMEMBER,259194,2LV031,2.25,28.13,0.54096
A9603103857,ANGLE BRACKET,18708,2LV031,2.25,0.476,0.004725
A960310385764,ANGLE BRACKET,18708,2LV031,2.25,0.476,0.004725
A9603103946,END CROSSMEMBER,297546,2LV031,2.25,28.14,0.54755125
A9603103957,ANGLE BRACKET,18012,2LV031,2.25,0.444,0.0042
A9603103957647284,ANGLE BRACKET,18012,2LV031,2.25,0.453,0.0039375
A96031039577284,ANGLE BRACKET,18012,2LV031,2.25,0.453,0.0039375
A9603104022,CROSSMEMBER,283356,2LV031,2.25,24.32,0.8160816
A9603104046,END CROSSMEMBER,259194,2LV031,2.25,25.3,0.581845
A9603104122,CROSSMEMBER,396978,2LV031,2.25,41.47,0.7946
A9603104146,END CROSSMEMBER,212340,2LV031,2.25,25.78,0.4712125
A9603104538,CROSSMEMBER,1092222,2LV031,2.25,42.8,1.00392838
A9603104638,CROSSMEMBER,1122078,2LV031,2.25,42.55,0.9982335
A9603104651,MOUNTING CONSULE,175290,2LV031,2.25,10.792,0.14136
