PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A12468003427C58,LINING,9000,1OV623,2.61,1.15,0.10904
A12468003429A76,LINING,62826,1OV623,2.61,1.15,0.10904
A12468019395076,COVER,15600,1OV623,2.61,0.096,0.01428
A12468019397102,COVER,15600,1OV623,2.61,0.096,0.01428
A12468019398317,COVER,15600,1OV623,2.61,0.096,0.01428
A12468019399051,COVER,15600,1OV623,2.61,0.096,0.01428
A12468020395076,COVER,15600,1OV623,2.61,0.096,0.017
A12468020397102,COVER,15600,1OV623,2.61,0.096,0.017
A12468020398317,COVER,15600,1OV623,2.61,0.096,0.017
A12468020399051,COVER,15600,1OV623,2.61,0.096,0.017
A12468021395076,COVER,15000,1OV623,2.61,0.102,0.01428
A12468021397102,COVER,7200,1OV623,2.61,0.102,0.01428
A12468021399051,COVER,15000,1OV623,2.61,0.102,0.01428
A12468021429A76,LINING,12000,1OV623,2.61,1.15,0.09775
A12468022397102,COVER,10800,1OV623,2.61,0.085,0.0114
A12468022399051,COVER,10800,1OV623,2.61,0.092,0.0114
A1246803042,LINING,12000,1OV623,2.61,1.23,0.09085
A1246803339,COVER,28800,1OV623,2.61,0.195,0.05148
A1246803417,COVER,53400,1OV623,2.61,0.21,0.06534
A1246803439,COVER,28800,1OV623,2.61,0.188,0.03808
A12468038408F32,LINING,39000,1OV623,2.61,3.3,0.41552
A12468049408F32,LINING,28200,1OV623,2.61,3.59,0.5643
A12468050405088,LINING,10800,1OV623,2.61,2.7,0.49761
A12468050407144,LINING,10800,1OV623,2.61,2.756,0.5643
A12468050408F32,LINING,10800,1OV623,2.61,2.8,0.49761
A1246805139,COVER,53400,1OV623,2.61,0.212,0.03808
A12468051407145,LINING,39090,1OV623,2.61,3.27,1.09545
A12468055417145,LINING,105000,1OV623,2.61,9,3.68874
A12468055418424,LINING,75000,1OV623,2.61,9,3.68874
A1246806639,COVER,28800,1OV623,2.61,0.342,0.0456
A1246807139,COVER,53400,1OV623,2.61,0.32,0.05148
A12468071419B30,LINING,5400,1OV623,2.61,0.565,0.022
A12468071419B33,LINING,5400,1OV623,2.61,0.565,0.022
A12468072419B30,LINING,5400,1OV623,2.61,0.565,0.022
A12468072419B33,LINING,5400,1OV623,2.61,1.2,0.05187
A1246807341,"LINING, REAR FLOOR",5400,1OV623,2.61,0.42,0.01643
A1246807439,COVER,28800,1OV623,2.61,0.32,0.05148
A1246807441,"LINING, REAR FLOOR",5400,1OV623,2.61,0.4,0.01612
A1246808418,COVER,39000,1OV623,2.61,0.183,0.05616
A1246808618,COVER,40800,1OV623,2.61,0.178,0.05616
A1246808718,COVER,40800,1OV623,2.61,0.35,0.06534
A1246809189,COVER,39000,1OV623,2.61,0.2,0.05616
A1246809289,COVER,28800,1OV623,2.61,0.217,0.05616
A1246809389,COVER,28800,1OV623,2.61,0.2,0.05616
A1246838037,COVER,75000,1OV623,2.61,0.233,0.04446
A1246939233,COVER,12000,1OV623,2.61,0.12,0.0972
A1247350725,WINDOW GUIDE RAIL,5472,1OV623,2.61,0.19,0.01512
A12477000807095,"TRIM, ROOF",21600,1OV623,2.61,0.435,0.168
A12477000808411,"TRIM, ROOF",21600,1OV623,2.61,0.435,0.168
A12477000809045,"TRIM, ROOF",38124,1OV623,2.61,0.435,0.168
A12668002408384,LINING,27000,1OV623,2.61,1.2,0.1653
A1266803636,COVER,51600,1OV623,2.61,0.15,0.0456
A1266805336,COVER,20400,1OV623,2.61,0.125,0.0351
A12668054407124,"LINING, FRONT FLOOR",18000,1OV623,2.61,2.52,0.29754
A12668066397102,COVER,3000,1OV623,2.61,0.05,0.0052
A12668066399051,COVER,3000,1OV623,2.61,0.05,0.0052
A12668067395076,COVER,3000,1OV623,2.61,0.05,0.0052
A12668067397102,COVER,3000,1OV623,2.61,0.05,0.0052
A12669317338424,COVER,70368,1OV623,2.61,1.71,1.91488
A12669322338424,COVER,64752,1OV623,2.61,1.75,1.8
A12669324338E54,COVER,27000,1OV623,2.61,0.85,1.70625
A12669324339A76,COVER,29658,1OV623,2.61,0.85,1.70625
A12669325335A91,COVER,26400,1OV623,2.61,0.92,1.8375
A1296805536,GATE,45000,1OV623,2.61,0.051,0.00384
A14046000958F94,COVER,5100,1OV623,2.61,0.2,0.04301
A14046202235076,CAP,1800,1OV623,2.61,0.105,0.01872
A14046207237102,CAP,1800,1OV623,2.61,0.105,0.02197
A14068001398415,FLAP,17388,1OV623,2.61,0.058,0.0039
A14068001407145,LINING,18582,1OV623,2.61,5.81,2.961
A14068003429A76,LINING,16650,1OV623,2.61,2.1,0.24288
A14068024364141,COVER,61182,1OV623,2.61,1,0.10304
A14068080369B03,FLAP,15732,1OV623,2.61,0.05,0.00756
A1406820010,DAMPENING,10722,1OV623,2.61,3.98,1.35
A1406820410,DAMPENING,98820,1OV623,2.61,3.2,0.414
A14078400817101,HANDLE,10800,1OV623,2.61,0.009,0.0005
A14078401818F30,HANDLE,8616,1OV623,2.61,0.017,0.00055
A14078401819051,HANDLE,12684,1OV623,2.61,0.017,0.00055
A16368005785B83,CAP,29502,1OV623,2.61,0.52,0.062
A16368005788H72,CAP,202530,1OV623,2.61,0.52,0.062
A16368019399D06,COVER,309576,1OV623,2.61,0.28,0.1078
A16368020399D06,COVER,89118,1OV623,2.61,0.61,0.21945
A16368023408G67,LINING,96408,1OV623,2.61,4.503,0.2728
A16368023409B57,LINING,25500,1OV623,2.61,4.503,0.2728
