PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A16488584259999,TRIM,349470,1PU64H,2.61,5.7,15.70814
A16488585259999,TRIM,357648,1PU64H,2.61,3.425,9.50607
A16488599259999,"TRIM, BUMPER",237288,1PU64H,2.61,1.11,0.682
A16688020019999,"TRIM, BUMPER",319668,1PU64H,2.61,5,9.45314
A16688021019999,"TRIM, BUMPER",334206,1PU64H,2.61,5,5.86334
A1668802701,"TRIM, BUMPER",467880,1PU64H,2.61,0,0
A16688027019999,"TRIM, BUMPER",469920,1PU64H,2.61,5,9.45314
A1668802801,"TRIM, BUMPER",482676,1PU64H,2.61,0,0
A16688028019999,"TRIM, BUMPER",494472,1PU64H,2.61,5,9.45314
A16688044409999,"TRIM, BUMPER",226590,1PU64H,2.61,3.9,21.17493
A16688502009999,"TRIM, BUMPER",305142,1PU64H,2.61,3.5,7.6923
A16688509389999,"TRIM, BUMPER",424458,1PU64H,2.61,5.2,15.93444
A16688510389999,"TRIM, BUMPER",428820,1PU64H,2.61,5.2,15.93444
A1668851300,"TRIM, BUMPER",438384,1PU64H,2.61,0,0
A16688513009999,"TRIM, BUMPER",428490,1PU64H,2.61,0,0
A1668851400,"TRIM, BUMPER",454614,1PU64H,2.61,0,0
A16688514009999,"TRIM, BUMPER",454614,1PU64H,2.61,0,0
A16688523259999,"TRIM, BUMPER",305142,1PU64H,2.61,3.5,11.22432
A16688539009999,"TRIM, BUMPER",412332,1PU64H,2.61,3.5,10.9668
A16688553259999,"TRIM, BUMPER",363264,1PU64H,2.61,5.2,1.62498
A16688554259999,"TRIM, BUMPER",441072,1PU64H,2.61,5.2,9.1884
A16688556009999,"TRIM, BUMPER",290604,1PU64H,2.61,3.5,10.9668
A16688559009999,"TRIM, BUMPER",428820,1PU64H,2.61,5.5,10.9668
A16688567259999,"TRIM, BUMPER",377790,1PU64H,2.61,3.5,11.99244
A16688589009999,"TRIM, BUMPER",404244,1PU64H,2.61,5.5,12.705
A16688590009999,"TRIM, BUMPER",428820,1PU64H,2.61,5.5,12.705
A16688593259999,"TRIM, BUMPER",305142,1PU64H,2.61,3.45,10.9668
A16688599259999,"TRIM, BUMPER",290604,1PU64H,2.61,3.9,50.07242
A16988508389999,TRIM,209250,1PU64H,2.61,4.5,24
A1698850925,TRIM,183690,1PU64H,2.61,2.675,24
A16988509389999,TRIM,232092,1PU64H,2.61,4.7,3.8335
A16988510389999,"TRIM, BUMPER",206982,1PU64H,2.61,4.7,24
A1698851125,TRIM,235068,1PU64H,2.61,3.925,3.59996
A16988511389999,TRIM,273936,1PU64H,2.61,4.7,3.61
A1698851325,TRIM,183690,1PU64H,2.61,3.925,3.59996
A1698851525,TRIM,243600,1PU64H,2.61,2.575,2.6344
A1698851638,TRIM,228648,1PU64H,2.61,6.2,24
A1698851725,TRIM,191160,1PU64H,2.61,3.975,4.95
