PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2751500233,ELECTRIC LINE,39000,1OV541,2.61,0.592,0.0882
A2751500833,ELECTRIC LINE,34800,1OV541,2.61,0.594,0.02187
A2851500233,ELECTRIC LINE,249000,1OV541,2.61,2.9,0.5824
A2851500333,ELECTRIC LINE,211800,1OV541,2.61,2.802,0.5824
A2851500433,ELECTRIC LINE,216180,1OV541,2.61,2.91,0.51072
A2851500533,ELECTRIC LINE,216180,1OV541,2.61,0,0
A2851500733,ELECTRIC LINE,220668,1OV541,2.61,2.799,0.31892
A2851500833,ELECTRIC LINE,223800,1OV541,2.61,2.794,0.31892
HWA2025400208,CABLE HARNESS,3600,1OV541,2.61,0.039,0.00216
A0000710473,SECURING,2400,1OV541,2.61,0.001,0.00001
A0005400405,WIRING HARNESS,18594,1OV541,2.61,0.043,0.00722
A0005400505,WIRING HARNESS,25284,1OV541,2.61,0.08,0.00836
A0005400605,WIRING HARNESS,25284,1OV541,2.61,0.04,0.00338
A0005401608,LINE,25800,1OV541,2.61,0.032,0.00255
A000540160864,LINE,26178,1OV541,2.61,0.032,0.00255
A0005402005,WIRING HARNESS,41322,1OV541,2.61,1.225,0.0672
A0005402105,WIRING HARNESS,23370,1OV541,2.61,0.038,0.0045
A0005402608,LINE,35466,1OV541,2.61,0.23,0.0176
A0005402705,ELECTRIC LINE,2340,1OV541,2.61,0.007,0.00144
A0005402708,ELECTRICAL WIRING HARNESS,66204,1OV541,2.61,0.29,0.01785
A0005403305,ELECTRIC LINE,3600,1OV541,2.61,0.014,0.00144
A0005403405,ELECTRICAL WIRING HARNESS,4800,1OV541,2.61,0.026,0.00234
A0005403905,ELECTRICAL LINE,2400,1OV541,2.61,0.009,0.0036
A0005405805,ELECTRIC LINE,5400,1OV541,2.61,0.042,0.00204
A0005405905,ELECTRICAL WIRING HARNESS,2400,1OV541,2.61,0.007,0.00169
A0005406005,ELECTRICAL WIRING HARNESS,3000,1OV541,2.61,0.014,0.00156
A0005406705,WIRING HARNESS,241044,1OV541,2.61,0.598,0.0512
A0005406905,ELECTRICAL WIRING HARNESS,2400,1OV541,2.61,0.005,0.00169
A0005453840,CAP,10008,1OV541,2.61,0.06,0.00196
A0005453940,BRACKET,1794,1OV541,2.61,0.001,0.00002
