PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A9064900792,SOOT PARTICLE FILTER,772110,2TV634,2.61,7.063,0.26733
A9064900992,SOOT PARTICLE FILTER,684354,2TV634,2.61,5.09,0.27531
A9064901192,SOOT PARTICLE FILTER,745272,2TV634,2.61,5.603,0.27132
A9064901592,SOOT PARTICLE FILTER,1253370,2TV634,2.61,11.46,0.36784
A9094900292,DIESEL PARTICULATE FILTER,714558,2TV634,2.61,5.039,0.27216
A6394906181,EXHAUST SYSTEM,655704,2TV634,2.61,6.8,0.2976
A6541400301,DIESEL PARTICULATE FILTER,606852,2TV634,2.61,9.855,0.36234
A9064901900,EXHAUST SYSTEM,1170102,2TV634,2.61,7.793,0.5168
A9064906981,EXHAUST SYSTEM,1170102,2TV634,2.61,7.868,0.378
A9074900701,DPF SYSTEM,839574,2TV634,2.61,0,0
A4154910401,CENTER MUFFLER,175134,2TV635,2.61,0,0
A9064908781,EXHAUST SYSTEM,156390,2TV635,2.61,5.2,0.3381
A4704900300,EXHAUST SYSTEM,372924,2TV635,2.61,5.355,1.47498
A6014900519,EXHAUST PIPE,129666,2TV635,2.61,6.62,3.09396
A6014901519,EXHAUST PIPE,129666,2TV635,2.61,6.514,3.0324
A6014902219,EXHAUST PIPE,107814,2TV635,2.61,7.786,1.551
A6014902419,EXHAUST PIPE,192156,2TV635,2.61,8.59,0.72726
A6384901719,EXHAUST PIPE,434604,2TV635,2.61,9.97,1.8759
A6394902681,EXHAUST SYSTEM,197508,2TV635,2.61,10.268,1.24066
A6394902781,EXHAUST SYSTEM,199488,2TV635,2.61,10.268,1.82204
A6394903181,EXHAUST SYSTEM,260964,2TV635,2.61,12.701,1.35792
A6394903281,EXHAUST SYSTEM,260964,2TV635,2.61,13.091,1.35792
A6394903781,EXHAUST SYSTEM,236190,2TV635,2.61,7.236,1.41243
A6394903881,EXHAUST SYSTEM,236190,2TV635,2.61,6.947,1.107
A6394904881,EXHAUST SYSTEM,239496,2TV635,2.61,7.9,1.66608
A6394904981,EXHAUST SYSTEM,242796,2TV635,2.61,8.391,1.73922
A6394905881,EXHAUST SYSTEM,115590,2TV635,2.61,12.086,1.3248
A6394905981,EXHAUST SYSTEM,116988,2TV635,2.61,12.92,1.5364
A6394906581,EXHAUST SYSTEM,236190,2TV635,2.61,8.227,2.27128
A6394906681,EXHAUST SYSTEM,236190,2TV635,2.61,7.748,1.296
A6394907381,EXHAUST SYSTEM,228528,2TV635,2.61,9.6,0.94962
A6394907481,EXHAUST SYSTEM,260964,2TV635,2.61,11.6,0.864
A6394907581,EXHAUST SYSTEM,260964,2TV635,2.61,14.22,3.7575
A6394907781,EXHAUST SYSTEM,212652,2TV635,2.61,7.043,1.4835
A6674900519,EXHAUST PIPE,384930,2TV635,2.61,10.53,2.4766
A9014900119,EXHAUST PIPE,143862,2TV635,2.61,14.233,1.9227
A9014901319,MUFFLER,179598,2TV635,2.61,17.595,1.85256
A9014902019,EXHAUST PIPE,179598,2TV635,2.61,17.86,2.38328
A9014902419,EXHAUST PIPE,173460,2TV635,2.61,16.7,1.2834
A9014903019,EXHAUST PIPE,140940,2TV635,2.61,14,1.26
A9014903119,EXHAUST PIPE,155310,2TV635,2.61,14.256,1.4628
A9014904019,EXHAUST PIPE,179598,2TV635,2.61,16.7,1.2369
A9034900019,MUFFLER,143862,2TV635,2.61,14.2,2.01318
A9034900219,EXHAUST PIPE,134838,2TV635,2.61,15.722,4.41
A9034900416,MUFFLER,1092120,2TV635,2.61,16.82,1.575
A9054900119,EXHAUST PIPE,156954,2TV635,2.61,15.08,1.1502
A0004900301,MUFFLER,48228,2TV635,2.61,0.214,0.008
A0004900801,MUFFLER,51972,2TV635,2.61,0.204,0.012
A0004900901,MUFFLER,96738,2TV635,2.61,0.302,0.018
A0004901201,MUFFLER,58902,2TV635,2.61,0.295,0.0128
A3094900801,MUFFLER,84462,2TV635,2.61,5.729,0.22016
A3094900901,MUFFLER,192930,2TV635,2.61,5.94,0.24624
