PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A001990659126,NUT HOLDER,4860,1OV981,2.61,0.005,0.00012
A0019906791,NUT HOLDER,3360,1OV981,2.61,0.004,0.00001
A0019907891,NUT HOLDER,1020,1OV981,2.61,0.007,0.00012
A0019909091,NUT HOLDER,1452,1OV981,2.61,0.005,0.00004
A0019940845,SECURING,480,1OV981,2.61,0.001,0.00004
A0019941045,NUT,396,1OV981,2.61,0.002,0.00002
A0019942745,CLIP NUT,606,1OV981,2.61,0.006,0.00016
A0019944045,NUT,138,1OV981,2.61,0.003,0.00004
A0019945445,CLIP NUT,300,1OV981,2.61,0.001,0.00001
A0019948145,NUT,414,1OV981,2.61,0.001,0.00002
A0019950365,CLAMP,696,1OV981,2.61,0.003,0.00006
A0019950544,CABLE BRACKET,624,1OV981,2.61,0.001,0.00004
A0019950744,CLAMP,846,1OV981,2.61,0.004,0.00024
A0019951001,CLAMP,1020,1OV981,2.61,0.001,0.00002
A0019951265,CLAMP,1140,1OV981,2.61,0.011,0.0018
A0019951765,CLAMP,1980,1OV981,2.61,0.01,0.0009
A0019952265,CLAMP,960,1OV981,2.61,0.005,0.00012
A0019952565,CLAMP,612,1OV981,2.61,0.001,0.00006
A001995306502,DOUBLE CLAMP,1200,1OV981,2.61,0.003,0.0003
A0019953165,CLAMP,1176,1OV981,2.61,0.004,0.0003
A0019953465,CLAMP,600,1OV981,2.61,0.005,0.00036
A0019953865,CLAMP,972,1OV981,2.61,0.004,0.00016
A0019954165,CLAMP,1176,1OV981,2.61,0.005,0.00084
A0019954601,MOUNTING CLAMP,6786,1OV981,2.61,0.008,0.00016
A0029880178,CLAMP,600,1OV981,2.61,0.001,0.00001
A0029880278,CLAMP,780,1OV981,2.61,0.001,0.00002
A0029880281,PUSH BUTTON,864,1OV981,2.61,0.001,0.00012
A0029880581,PUSH BUTTON,672,1OV981,2.61,0.002,0.00012
A0029880781,PUSH BUTTON,1200,1OV981,2.61,0.002,0.00004
A0029880878,CLAMP,690,1OV981,2.61,0.002,0.00004
A0029880881,PUSH BUTTON,3000,1OV981,2.61,0.01,0.00024
A0029880978,CLAMP,1020,1OV981,2.61,0.001,0.00004
A0029881178,CLAMP,1260,1OV981,2.61,0.001,0.00006
A0029881278,CLAMP,1680,1OV981,2.61,0.001,0.00002
A0029881281,PUSH BUTTON,840,1OV981,2.61,0.001,0.00009
A0029881481,PUSH BUTTON,1200,1OV981,2.61,0.001,0.00004
A0029881578,CLAMP,1260,1OV981,2.61,0.001,0.00001
A0029881781,PUSH BUTTON,900,1OV981,2.61,0.002,0.00018
A0029882181,PUSH BUTTON,714,1OV981,2.61,0.002,0.00144
A0029882378,CLAMP,264,1OV981,2.61,0.001,0.00004
A0029882381,PUSH BUTTON,972,1OV981,2.61,0.001,0.00008
A0029882578,CLAMP,1020,1OV981,2.61,0.002,0.00008
A0029882581,PUSH BUTTON,1200,1OV981,2.61,0.008,0.00072
A0029882681,PUSH BUTTON,1200,1OV981,2.61,0.008,0.00072
A0029882981,PUSH BUTTON,2004,1OV981,2.61,0.001,0.00004
