PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A19769005253C86,"TRIM, B-PILLAR",390702,1PV623,2.38,0,0
A19769005259C08,"TRIM, B-PILLAR",415308,1PV623,2.38,0.675,0.80154
A19769005419F08,"TRIM, LOAD COMPARTMENT",95580,1PV623,2.38,0.28,0.3795
A1976900550,"TRIM, ROOF FRAME",38010,1PV623,2.38,0.13,0.01224
A19769006253C86,"TRIM, B-PILLAR",390702,1PV623,2.38,0,0
A19769006259C08,"TRIM, B-PILLAR",390702,1PV623,2.38,0.675,0.80154
A1976900627,"COVER, B-PILLAR",73896,1PV623,2.38,0.079,0.03172
A19769006419F08,"TRIM, LOAD COMPARTMENT",190836,1PV623,2.38,0.62,0.9975
A19769006501B94,"TRIM, ROOF FRAME",681948,1PV623,2.38,0,0
A19769006509C08,"TRIM, ROOF FRAME",681948,1PV623,2.38,0,0
A1976900727,"COVER, B-PILLAR",73896,1PV623,2.38,0.079,0.03172
A19769007419F08,"TRIM, LOAD COMPARTMENT",99420,1PV623,2.38,0.12,0.0464
A19769007501B94,"TRIM, ROOF FRAME",907584,1PV623,2.38,0,0
A19769007509C08,"TRIM, ROOF FRAME",907584,1PV623,2.38,0.84,0.28462
A19769009251B94,"TRIM, A-PILLAR",339792,1PV623,2.38,0.479,0.31892
A19769009259C08,"TRIM, A-PILLAR",339792,1PV623,2.38,0.476,0.31892
A19769010251B94,"TRIM, A-PILLAR",339792,1PV623,2.38,0.472,0.23232
A19769010259C08,"TRIM, A-PILLAR",339792,1PV623,2.38,0.469,0.23232
A19769010419E38,"TRIM, REAR PANEL",469308,1PV623,2.38,0.569,0.23232
A19769011253C86,"TRIM, BELTLINE",638916,1PV623,2.38,0,0
A19769011257N42,"TRIM, BELTLINE",592380,1PV623,2.38,0.695,0.76076
A19769011258P18,"TRIM, BELTLINE",592380,1PV623,2.38,0,0
A19769011259E38,"TRIM, BELTLINE",629202,1PV623,2.38,0.714,0.76076
A1976901141,"TRIM, SOFT TOP COMP.",387876,1PV623,2.38,1.52,1.31625
A19769012253C86,"TRIM, BELTLINE",578676,1PV623,2.38,0,0
A19769012257N42,"TRIM, BELTLINE",578676,1PV623,2.38,0,0
A19769012258P18,"TRIM, BELTLINE",578676,1PV623,2.38,0,0
A19769012259E38,"TRIM, BELTLINE",644082,1PV623,2.38,0.702,0.84546
A19769013252A17,"TRIM, BELTLINE",348972,1PV623,2.38,0.152,0.012
A19769013258U13,"TRIM, BELTLINE",314124,1PV623,2.38,0,0
A19769013259H93,"TRIM, BELTLINE",314124,1PV623,2.38,0,0
A19769014252A17,"TRIM, BELTLINE",335946,1PV623,2.38,0.152,0.012
A19769014258U13,"TRIM, BELTLINE",302406,1PV623,2.38,0,0
A19769014259H93,"TRIM, BELTLINE",302406,1PV623,2.38,0,0
A19769017251B94,"TRIM, A-PILLAR",139524,1PV623,2.38,0,0
A19769017259C08,"TRIM, A-PILLAR",139524,1PV623,2.38,0.17,0.13728
A19769018251B94,"TRIM, A-PILLAR",139524,1PV623,2.38,0,0
A19769018259C08,"TRIM, A-PILLAR",139524,1PV623,2.38,0.165,0.13728
A19769019419C08,"TRIM, REAR PANEL",1425390,1PV623,2.38,2.85,2.1248
A19769020253C86,"TRIM, B-PILLAR",905022,1PV623,2.38,0,0
A19769020257N42,"TRIM, B-PILLAR",948630,1PV623,2.38,0,0
A19769020258P18,"TRIM, B-PILLAR",948630,1PV623,2.38,0,0
A19769021253C86,"TRIM, B-PILLAR",948630,1PV623,2.38,0,0
A19769021257N42,"TRIM, B-PILLAR",948630,1PV623,2.38,0,0
A19769021258P18,"TRIM, B-PILLAR",948630,1PV623,2.38,0,0
A19769021259C08,"TRIM, B-PILLAR",948630,1PV623,2.38,0,0
A19769022251B55,"TRIM, A-PILLAR",354342,1PV623,2.38,0,0
A19769023251B55,"TRIM, A-PILLAR",354342,1PV623,2.38,0.181,0.08976
A1976902341,"TRIM, SOFT TOP COMP.",172122,1PV623,2.38,0.486,0.15264
A19769024251B55,"TRIM, A-PILLAR",354342,1PV623,2.38,0.184,0.08976
A19769025251B55,"TRIM, A-PILLAR",354342,1PV623,2.38,0.18,0.08976
A19769025419F08,"TRIM, LOAD COMPARTMENT",270018,1PV623,2.38,0.51,0.896
A19769026419F08,"TRIM, LOAD COMPARTMENT",82992,1PV623,2.38,0.298,0.49914
A19769027419F08,"TRIM, LOAD COMPARTMENT",169368,1PV623,2.38,0.528,1.21524
A19769028419F08,"TRIM, LOAD COMPARTMENT",267222,1PV623,2.38,0.49,0.839325
A19769029419F08,"TRIM, LOAD COMPARTMENT",300606,1PV623,2.38,0.527,0.9975
A19769030419F08,"TRIM, LOAD COMPARTMENT",303078,1PV623,2.38,0.54,0.9975
