PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A1664406736,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.036,0.10647
A1664406806,ELECTRICAL WIRING HARNESS,15012,1PV541,2.25,0.058,0.008
A1664406808,ELECTRICAL WIRING HARNESS,381600,1PV541,2.25,2.019,0.10647
A1664406809,ELECTRICAL WIRING HARNESS,66198,1PV541,2.25,0.195,0.0126
A1664406810,ELECTRICAL WIRING HARNESS,30774,1PV541,2.25,0.228,0.0114
A1664406835,ELECTRICAL WIRING HARNESS,101034,1PV541,2.25,1.306,0.06
A1664406836,ELECTRICAL WIRING HARNESS,271506,1PV541,2.25,2.104,0.10647
A1664406906,ELECTRICAL WIRING HARNESS,21822,1PV541,2.25,0.152,0.0175
A1664406909,ELECTRICAL WIRING HARNESS,18792,1PV541,2.25,0.124,0.01332
A1664406910,ELECTRICAL WIRING HARNESS,30774,1PV541,2.25,0.278,0.012
A1664406913,ELECTRICAL WIRING HARNESS,80304,1PV541,2.25,0.763,0.112
A1664406935,ELECTRICAL WIRING HARNESS,119382,1PV541,2.25,1.279,0.06293
A1664406936,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.033,0.11572875
A1664407006,ELECTRICAL WIRING HARNESS,21822,1PV541,2.25,0.067,0.009
A1664407008,ELECTRICAL WIRING HARNESS,317232,1PV541,2.25,2.07,0.10647
A1664407009,ELECTRICAL WIRING HARNESS,23520,1PV541,2.25,0.156,0.024
A1664407010,ELECTRICAL WIRING HARNESS,30774,1PV541,2.25,0.291,0.016
A1664407013,ELECTRICAL WIRING HARNESS,23112,1PV541,2.25,0.151,0.0351
A1664407035,ELECTRICAL WIRING HARNESS,45498,1PV541,2.25,1.347,0.135
A1664407036,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.086,0.11648
A1664407106,ELECTRICAL WIRING HARNESS,21822,1PV541,2.25,0.07,0.0092
A1664407109,ELECTRICAL WIRING HARNESS,52338,1PV541,2.25,0.449,0.0275
A1664407110,ELECTRICAL WIRING HARNESS,30774,1PV541,2.25,0.337,0.012
A1664407133,ELECTRICAL WIRING HARNESS,823434,1PV541,2.25,10,3.47776
A1664407136,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.087,0.10647
A1664407206,ELECTRICAL WIRING HARNESS,21822,1PV541,2.25,0.08,0.01248
A1664407209,ELECTRICAL WIRING HARNESS,52338,1PV541,2.25,0.461,0.01536
A1664407236,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.135,0.12544
A1664407306,ELECTRICAL WIRING HARNESS,21822,1PV541,2.25,0.078,0.0222
A1664407309,ELECTRICAL WIRING HARNESS,52338,1PV541,2.25,0.428,0.01955
A1664407310,ELECTRICAL WIRING HARNESS,64368,1PV541,2.25,0.541,0.02976
A1664407332,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.406,0.02754
A1664407336,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.146,0.10647
A1664407406,ELECTRICAL WIRING HARNESS,21822,1PV541,2.25,0.083,0.01568
A1664407408,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.139,0.10647
A1664407409,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.464,0.00972
A1664407410,ELECTRICAL WIRING HARNESS,64368,1PV541,2.25,0.515,0.0624
A1664407432,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.449,0.048
A1664407436,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.23,0.10647
A1664407506,ELECTRICAL WIRING HARNESS,21822,1PV541,2.25,0.075,0.01352
A1664407507,ELECTRICAL WIRING HARNESS,20940,1PV541,2.25,0.141,0.02835
A1664407508,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.16,0.10647
A1664407510,ELECTRICAL WIRING HARNESS,64368,1PV541,2.25,0.494,0.02
A1664407532,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.419,0.05005
A1664407536,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664407606,ELECTRICAL WIRING HARNESS,21822,1PV541,2.25,0.128,0.0175
A1664407608,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.196,0.22344
A1664407610,ELECTRICAL WIRING HARNESS,64368,1PV541,2.25,0.436,0.0256
A1664407632,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.474,0.02295
A1664407636,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664407637,ELECTRICAL WIRING HARNESS,25674,1PV541,2.25,0.072,0.00608
A1664407707,ELECTRICAL WIRING HARNESS,28500,1PV541,2.25,0.261,0.02
A1664407708,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.193,0.12544
A1664407709,ELECTRICAL WIRING HARNESS,52338,1PV541,2.25,0.37,0.01056
A1664407710,ELECTRICAL WIRING HARNESS,64368,1PV541,2.25,0,0
A1664407732,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.472,0.06
A1664407735,ELECTRICAL WIRING HARNESS,33168,1PV541,2.25,0.334,0.02288
A1664407736,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664407737,ELECTRICAL WIRING HARNESS,25314,1PV541,2.25,0.078,0.00704
A1664407807,ELECTRICAL WIRING HARNESS,54432,1PV541,2.25,0.334,0.02
A1664407808,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.28,0.1274
A1664407810,ELECTRICAL WIRING HARNESS,64368,1PV541,2.25,0.52,0.0256
A1664407832,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.511,0.02538
A1664407833,ELECTRICAL WIRING HARNESS,1858878,1PV541,2.25,6.647,0.59392
A1664407835,ELECTRICAL WIRING HARNESS,32898,1PV541,2.25,0.334,0.02288
A1664407836,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664407837,ELECTRICAL WIRING HARNESS,16584,1PV541,2.25,0.041,0.00392
A1664407908,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.266,0.11572875
A1664407909,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,1.906,0.10647
A1664407910,ELECTRICAL WIRING HARNESS,53532,1PV541,2.25,0.38,0.0396
A1664407932,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.486,0.10647
A1664407936,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664407937,ELECTRICAL WIRING HARNESS,16584,1PV541,2.25,0.041,0.0084
A1664408007,ELECTRICAL WIRING HARNESS,82188,1PV541,2.25,0.548,0.02
A1664408009,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,1.921,0.10647
A1664408010,ELECTRICAL WIRING HARNESS,53532,1PV541,2.25,0.382,0.06
A1664408032,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.529,0.10647
A1664408037,ELECTRICAL WIRING HARNESS,33222,1PV541,2.25,0.192,0.02184
A1664408109,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,1.964,0.10647
A1664408110,ELECTRICAL WIRING HARNESS,53532,1PV541,2.25,0.404,0.021
A1664408132,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.41,0.035
A1664408134,ELECTRICAL WIRING HARNESS,78402,1PV541,2.25,0.383,0.063
A1664408135,ELECTRICAL WIRING HARNESS,32898,1PV541,2.25,0.192,0.0216
A1664408137,ELECTRICAL WIRING HARNESS,33222,1PV541,2.25,0.158,0.0338
A1664408207,ELECTRICAL WIRING HARNESS,53532,1PV541,2.25,0.354,0.02
A1664408209,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.021,0.10647
A1664408232,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.479,0.02304
A1664408234,ELECTRICAL WIRING HARNESS,884268,1PV541,2.25,6.5,0.725
A1664408235,ELECTRICAL WIRING HARNESS,32898,1PV541,2.25,0.202,0.009
A1664408236,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664408237,ELECTRICAL WIRING HARNESS,19032,1PV541,2.25,0.138,0.0125
A1664408307,ELECTRICAL WIRING HARNESS,53532,1PV541,2.25,0.576,0.06
A1664408309,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.017,0.10647
A1664408332,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.434,0.02304
A1664408334,ELECTRICAL WIRING HARNESS,78990,1PV541,2.25,0.879,0.16416
A1664408335,ELECTRICAL WIRING HARNESS,32898,1PV541,2.25,0.16,0.0099
A1664408336,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664408337,ELECTRICAL WIRING HARNESS,19032,1PV541,2.25,0.066,0.0088
A1664408409,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.043,0.10647
A1664408432,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.486,0.0224
A1664408434,ELECTRICAL WIRING HARNESS,26982,1PV541,2.25,0.388,0.0464
A1664408435,ELECTRICAL WIRING HARNESS,32898,1PV541,2.25,0.151,0.0154
A1664408436,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664408437,ELECTRICAL WIRING HARNESS,33222,1PV541,2.25,0.226,0.02436
A1664408509,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.116,0.10647
A1664408513,ELECTRICAL WIRING HARNESS,28602,1PV541,2.25,0.224,0.025
A1664408532,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.458,0.0322
A1664408536,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,0,0
A1664408537,ELECTRICAL WIRING HARNESS,12954,1PV541,2.25,0.027,0.009
A1664408607,ELECTRICAL WIRING HARNESS,20940,1PV541,2.25,0.276,0.02
A1664408609,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.115,0.11664
A1664408613,ELECTRICAL WIRING HARNESS,51294,1PV541,2.25,0.338,0.0392
A1664408632,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.524,0.0144
A1664408707,ELECTRICAL WIRING HARNESS,54432,1PV541,2.25,0.352,0.0192
A1664408709,ELECTRICAL WIRING HARNESS,361128,1PV541,2.25,2.098,0.11755125
A1664408732,ELECTRICAL WIRING HARNESS,52248,1PV541,2.25,0.472,0.0144
