PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2318807571,"BUMPER, REAR",403362,1PZ771,2.38,3.929,8.82096
A2468803600,"TRIM, BUMPER",410922,1PZ771,2.38,4.265,10.97928
A2468803700,"TRIM, BUMPER",410922,1PZ771,2.38,4.297,10.97928
A2468803800,"TRIM, BUMPER",267228,1PZ771,2.38,9.63,10.97928
A2468803900,"TRIM, BUMPER",267228,1PZ771,2.38,4.293,10.97928
A2538809001,"BUMPER, FRONT",579834,1PZ771,2.38,7.966,37.8885
A2538809101,"BUMPER, FRONT",579834,1PZ771,2.38,7.966,10.0347
A2538809201,"BUMPER, REAR",352944,1PZ771,2.38,4.992,10.02352
A2538809301,"BUMPER, REAR",352944,1PZ771,2.38,4.853,10.02352
A2538809401,"BUMPER, REAR",352944,1PZ771,2.38,4.853,10.02352
A2538809501,"BUMPER, REAR",352944,1PZ771,2.38,5.546,10.02352
A2928808200,"TRIM, BUMPER",786552,1PZ771,2.38,10.556,14.2155
A2928808300,"TRIM, BUMPER",786552,1PZ771,2.38,10.556,14.2155
A2928808400,"TRIM, BUMPER",617646,1PZ771,2.38,5.169,11.1074
A2928808500,"TRIM, BUMPER",617646,1PZ771,2.38,5.179,11.1074
B66020666,SIDE SKIRT,403362,1PZ771,2.38,7.2,1.3
B66020690,SIDE SKIRT,468906,1PZ771,2.38,10,2.1771
B66020722,SIDE SKIRTS,365544,1PZ771,2.38,5.2,1.48824
B66020743,REAR APRON,738654,1PZ771,2.38,6.1,8.22528
B66020774,ADAPTER STYLING,529410,1PZ771,2.38,6.95,4.1866
B66030064,FRONTSPOLIER,695796,1PZ771,2.38,5.81,6.29748
B66030065,FRONTSPOLIER,695796,1PZ771,2.38,5.81,6.2377
B66030066,SIDE SKIRT,473952,1PZ771,2.38,3.29,1.365
B66030069,REAR SPOILER,524370,1PZ771,2.38,8.22,8.8065
B66030070,REAR SPOILER,524370,1PZ771,2.38,8.22,8.70144
B66036008,FRONTSPOLIER,1005882,1PZ771,2.38,7.9,6.2016
B66036009,REAR APRON,721008,1PZ771,2.38,5.87,8.9856
B66036011,REAR APRON,496638,1PZ771,2.38,5.56,4.312
B66036013,FRONTSPOILER,610086,1PZ771,2.38,5.6,4.28175
B66036014,SIDE SKIRT,637818,1PZ771,2.38,4.6,1.3845
B66036015,FRONTSPOILER,597480,1PZ771,2.38,8.029,22.8
B66036016,FRONTSPOILER,597480,1PZ771,2.38,8.119,22.8
B66036017,SIDE SKIRT,345378,1PZ771,2.38,3.76,1.365
B66036018,REAR APRON,342858,1PZ771,2.38,6.16,8.8065
B66036019,REAR APRON,342858,1PZ771,2.38,6.6,8.8128
B66036022,REAR APRON,456300,1PZ771,2.38,6.28,8.8992
B66036027,REAR APRON,342858,1PZ771,2.38,4.906,8.892
B66036028,REAR APRON,342858,1PZ771,2.38,11.5,8.9388
