PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A2048209059,LAMP UNIT,561000,1PU550,2.25,4.224,0.80535
A2048209159,LAMP UNIT,561000,1PU550,2.25,4.163,0.826
A2048209259,LAMP UNIT,561000,1PU550,2.25,4.247,0.80535
A2048209359,LAMP UNIT,561000,1PU550,2.25,4.221,0.80535
A2048209361,LAMP UNIT,612000,1PU550,2.25,3.71,0.9061
A2048209461,LAMP UNIT,612000,1PU550,2.25,3.724,0.9061
A2048209661,LAMP UNIT,561000,1PU550,2.25,4.218,0.82836
A2058200414,RS BRACKET,30738,1PU550,2.25,0.116,0.0066
A2058200514,RS BRACKET,30738,1PU550,2.25,0.125,0.0044
A2058202961,LAMP UNIT,941808,1PU550,2.25,3.077,0.9061
A205820296128,LAMP UNIT,941808,1PU550,2.25,3.077,0.9061
A2058203061,LAMP UNIT,941808,1PU550,2.25,3.056,0.9061
A205820306128,LAMP UNIT,941808,1PU550,2.25,4.836,0.9061
A2058203161,LAMP UNIT,941808,1PU550,2.25,3.105,0.9061
A205820316128,LAMP UNIT,941808,1PU550,2.25,3.105,0.9061
A2058203261,LAMP UNIT,941808,1PU550,2.25,3.085,0.9061
A2058203361,LAMP UNIT,941808,1PU550,2.25,3.1,0.9061
A205820336128,LAMP UNIT,941808,1PU550,2.25,0,0
A2058203461,LAMP UNIT,941808,1PU550,2.25,4.866,0.9061
A2058203661,LAMP UNIT,639714,1PU550,2.25,4.051,0.92004
A2058203761,LAMP UNIT,639714,1PU550,2.25,4.04,0.92004
A2058203861,LAMP UNIT,639714,1PU550,2.25,4.067,0.87945
A2058203961,LAMP UNIT,639714,1PU550,2.25,4.115,0.86592
A2058204061,LAMP UNIT,639714,1PU550,2.25,3.926,0.9464
A2058204161,LAMP UNIT,639714,1PU550,2.25,4,0.9464
A2058205902,RS BRACKET,30738,1PU550,2.25,0.113,0.0056
A2058206002,RS BRACKET,30738,1PU550,2.25,0.114,0.00525
A2059061104,LAMP UNIT,639714,1PU550,2.25,3.94,1.152
A2059061204,LAMP UNIT,639714,1PU550,2.25,3.94,1.152
A2059061304,LAMP UNIT,639714,1PU550,2.25,3.93,1.152
A2059061404,LAMP UNIT,639714,1PU550,2.25,3.94,1.152
A2059061504,LAMP UNIT,639714,1PU550,2.25,3.859,0.9464
A205906150464,LAMP UNIT,627174,1PU550,2.25,3.855,1.12
A2059061604,LAMP UNIT,639714,1PU550,2.25,3.858,0.9464
A205906160464,LAMP UNIT,627174,1PU550,2.25,3.858,0.9464
A2059061704,LAMP UNIT,941808,1PU550,2.25,4.795,1.12
A2059061804,LAMP UNIT,941808,1PU550,2.25,4.798,1.12
A2059061904,LAMP UNIT,941808,1PU550,2.25,4.792,1.12
A2059062004,LAMP UNIT,941808,1PU550,2.25,4.799,1.12
A2059062104,LAMP UNIT,941808,1PU550,2.25,4.84,1.12
A2059062204,LAMP UNIT,941808,1PU550,2.25,4.82,1.152
A2059063106,LAMP UNIT,639714,1PU550,2.25,3.971,1.056
A2059063206,LAMP UNIT,639714,1PU550,2.25,3.958,1.056
A2059063306,LAMP UNIT,639714,1PU550,2.25,5,0.54
A2059063406,LAMP UNIT,639714,1PU550,2.25,5,0.54
A2059063506,LAMP UNIT,639714,1PU550,2.25,3.982,1.056
A2059063606,LAMP UNIT,639714,1PU550,2.25,3.953,1.056
A2059063706,LAMP UNIT,639714,1PU550,2.25,3.887,1.55848
A2059063806,LAMP UNIT,639714,1PU550,2.25,3.9,1.056
A2059063906,LAMP UNIT,639714,1PU550,2.25,3.882,1.056
A2059064006,LAMP UNIT,639714,1PU550,2.25,3.858,1.056
A2059064106,LAMP UNIT,918282,1PU550,2.25,5.004,1.088
A2059064206,LAMP UNIT,918282,1PU550,2.25,5.004,1.088
A2059064306,LAMP UNIT,918282,1PU550,2.25,5.62,1.088
A2059064406,LAMP UNIT,918282,1PU550,2.25,5.047,1.056
A2059064506,LAMP UNIT,941808,1PU550,2.25,5.263,1.088
A2059064606,LAMP UNIT,941808,1PU550,2.25,5.233,1.088
A2059065404,LAMP UNIT,639714,1PU550,2.25,6.14,1.027
A2059065504,LAMP UNIT,639714,1PU550,2.25,3.975,1.027
A2059065604,LAMP UNIT,639714,1PU550,2.25,6.84,1.6524
A2059065605,LAMP UNIT,941808,1PU550,2.25,4.8,1.12
A2059065704,LAMP UNIT,639714,1PU550,2.25,3.885,1.5939
A2059065705,LAMP UNIT,941808,1PU550,2.25,4.8,1.12
A2059065804,LAMP UNIT,639714,1PU550,2.25,3.99,1.056
A2059065805,LAMP UNIT,941808,1PU550,2.25,4.8,1.12
A2059065904,LAMP UNIT,639714,1PU550,2.25,3.97,1.088
A2059065905,LAMP UNIT,941808,1PU550,2.25,4.8,1.12
A2059066004,LAMP UNIT,639714,1PU550,2.25,3.94,1.056
A2059066104,LAMP UNIT,639714,1PU550,2.25,3.985,1.088
A2059066204,LAMP UNIT,639714,1PU550,2.25,3.96,0.62868
A2059066304,LAMP UNIT,639714,1PU550,2.25,3.994,1.184
A2059066404,LAMP UNIT,941808,1PU550,2.25,3.99,1.056
A2059066504,LAMP UNIT,941808,1PU550,2.25,5.05,1.056
A2059066604,LAMP UNIT,941808,1PU550,2.25,5.477,1.02058125
A2059066704,LAMP UNIT,941808,1PU550,2.25,5.456,1.02058125
A2059066906,LAMP UNIT,639714,1PU550,2.25,4.051,1.0428
A2059067006,LAMP UNIT,639714,1PU550,2.25,4.051,1.0428
A2059067302,LAMP UNIT,639714,1PU550,2.25,3.97,1.152
A2059067303,LAMP UNIT,639714,1PU550,2.25,3.96,1.07835
A205906730369,LAMP UNIT,639714,1PU550,2.25,3.96,1.2136
A2059067306,LAMP UNIT,639714,1PU550,2.25,3.964,1.0428
A2059067402,LAMP UNIT,639714,1PU550,2.25,3.97,1.152
A2059067403,LAMP UNIT,639714,1PU550,2.25,3.96,1.152
A205906740369,LAMP UNIT,639714,1PU550,2.25,3.9,1.07835
A2059067404,RS LED LIGHT SOURCE MOD.,121944,1PU550,2.25,0.138,0.04255
A2059067406,LAMP UNIT,639714,1PU550,2.25,4.057,1.0428
A2059067502,LAMP UNIT,639714,1PU550,2.25,3.97,1.152
A2059067503,LAMP UNIT,639714,1PU550,2.25,3.961,1.152
A2059067504,RS LED LIGHT SOURCE MOD.,121944,1PU550,2.25,0.131,0.0418
A2059067506,LAMP UNIT,639714,1PU550,2.25,4.051,0
A2059067602,LAMP UNIT,639714,1PU550,2.25,3.97,1.152
A2059067603,LAMP UNIT,639714,1PU550,2.25,3.96,1.152
A2059067604,RS LED LIGHT SOURCE MOD.,121944,1PU550,2.25,0.143,0.0418
A2059067606,LAMP UNIT,639714,1PU550,2.25,3.92,0
A2059067702,LAMP UNIT,639714,1PU550,2.25,0,0
A2059067703,LAMP UNIT,639714,1PU550,2.25,4,0.9464
A205906770364,LAMP UNIT,627174,1PU550,2.25,4,1.104
