PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A21869002017M08,"TRIM, REAR SHELF",246642,1PV623,2.38,0,0
A21869002017N73,"TRIM, REAR SHELF",246642,1PV623,2.38,0,0
A21869002018P24,"TRIM, REAR SHELF",246642,1PV623,2.38,1.32,0.97954
A21869002018S64,"TRIM, REAR SHELF",246642,1PV623,2.38,1.32,0.97954
A21869002019G86,"TRIM, REAR SHELF",246642,1PV623,2.38,1.32,0.97954
A2186900214,BRACKET,16974,1PV623,2.38,0.595,0.09152
A21869002258Q45,"TRIM, A-PILLAR",35598,1PV623,2.38,0.265,0.08712
A21869002259G26,"TRIM, A-PILLAR",35598,1PV623,2.38,0.267,0.08712
A21869002419051,"TRIM, TRUNK SILL",28680,1PV623,2.38,0.859,0.60192
A2186900307,"COVER, D-PILLAR",15954,1PV623,2.38,0.201,0.28512
A21869003263D16,"TRIM, BELTLINE",127338,1PV623,2.38,0,0
A21869003263E49,"TRIM, BELTLINE",127338,1PV623,2.38,0,0
A21869003268Q51,"TRIM, BELTLINE",127338,1PV623,2.38,1.08,0.58176
A21869003268T58,"TRIM, BELTLINE",127338,1PV623,2.38,0,0
A21869003269G81,"TRIM, BELTLINE",127338,1PV623,2.38,1.067,0.58176
A21869003419F08,"TRIM, LOAD COMPARTMENT",49872,1PV623,2.38,1.054,2.2425
A21869003507L34,"TRIM, ROOF HATCH",29814,1PV623,2.38,0.229,0.02448
A21869003507N72,"TRIM, ROOF HATCH",29814,1PV623,2.38,0.242,0.07208
A21869003508P23,"TRIM, ROOF HATCH",29814,1PV623,2.38,0.229,0.02448
A21869003508S62,"TRIM, ROOF HATCH",29814,1PV623,2.38,0,0
A21869003509G26,"TRIM, ROOF HATCH",29814,1PV623,2.38,0.243,0.07208
A21869004017M08,"TRIM, REAR SHELF",246642,1PV623,2.38,1.342,1.21716
A21869004017N73,"TRIM, REAR SHELF",246642,1PV623,2.38,1.342,1.21716
A21869004018P24,"TRIM, REAR SHELF",246642,1PV623,2.38,1.342,1.21716
A21869004018S64,"TRIM, REAR SHELF",246642,1PV623,2.38,1.342,1.21716
A21869004019G86,"TRIM, REAR SHELF",248370,1PV623,2.38,1.342,1.21716
A2186900407,"COVER, D-PILLAR",15930,1PV623,2.38,0.201,0.28512
A21869004263D16,"TRIM, BELTLINE",127032,1PV623,2.38,0,0
A21869004263E49,"TRIM, BELTLINE",127032,1PV623,2.38,0,0
A21869004268Q51,"TRIM, BELTLINE",127032,1PV623,2.38,1.08,0.58176
A21869004268T58,"TRIM, BELTLINE",127032,1PV623,2.38,0,0
