PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A6395845100,SUPPLEMENT,9186,2TOL92,2.61,0,0
A6395845171,BRIEF INSTRUCTIONS,1200,2TOL92,2.61,0.006,0.00315
A6395845172,OPERATORS MANUAL,14400,2TOL92,2.61,0.458,0.0063
A6395845173,OPERATORS MANUAL,14400,2TOL92,2.61,0,0
A6395845181,OPERATORS MANUAL,2898,2TOL92,2.61,0.017,0.00315
A6395845193,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395845196,OPERATORS MANUAL,12336,2TOL92,2.61,0.461,0.0063
A6395845197,OPERATORS MANUAL,12336,2TOL92,2.61,0.35,0.00315
A6395845198,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.05,0
A6395845200,SUPPLEMENT,9186,2TOL92,2.61,0.197,0.00315
A6395845271,BRIEF INSTRUCTIONS,1200,2TOL92,2.61,0,0
A6395845272,OPERATORS MANUAL,21000,2TOL92,2.61,0,0
A6395845273,OPERATORS MANUAL,14400,2TOL92,2.61,0,0
A6395845282,OPERATORS MANUAL,15960,2TOL92,2.61,0.565,0.0063
A6395845293,MAINTENANCE BOOKLET,4254,2TOL92,2.61,0,0
A6395845296,OPERATORS MANUAL,12336,2TOL92,2.61,0.466,0.0063
A6395845297,OPERATORS MANUAL,12336,2TOL92,2.61,0,0
A6395845298,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.05,0
A6395845300,SUPPLEMENT,9186,2TOL92,2.61,0,0
A6395845371,BRIEF INSTRUCTIONS,342,2TOL92,2.61,0,0
A6395845372,OPERATORS MANUAL,14400,2TOL92,2.61,0.496,0.0063
A6395845382,OPERATORS MANUAL,15960,2TOL92,2.61,0.561,0.0063
A6395845393,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395845396,OPERATORS MANUAL,12336,2TOL92,2.61,0.429,0.0063
A6395845397,OPERATORS MANUAL,12336,2TOL92,2.61,0.374,0.00315
A6395845400,SUPPLEMENT,9186,2TOL92,2.61,0.17,0.00315
A6395845471,BRIEF INSTRUCTIONS,1200,2TOL92,2.61,0,0
A6395845472,SUPPLEMENT,4254,2TOL92,2.61,0,0
A6395845481,OPERATORS MANUAL,2898,2TOL92,2.61,0.018,0.00315
A6395845482,OPERATORS MANUAL,15960,2TOL92,2.61,0.594,0.0063
A6395845487,SUPPLEMENT,9432,2TOL92,2.61,0.156,0.00315
A6395845493,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395845497,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.046,0.00315
A6395845500,SUPPLEMENT,10800,2TOL92,2.61,0,0
A6395845571,OPERATORS MANUAL,14400,2TOL92,2.61,0.455,0.0063
A6395845572,SUPPLEMENT,4254,2TOL92,2.61,0.081,0.00315
A6395845581,OPERATORS MANUAL,19596,2TOL92,2.61,0.773,0.0063
A6395845582,OPERATORS MANUAL,21000,2TOL92,2.61,0.458,0.0063
A6395845587,SUPPLEMENT,9432,2TOL92,2.61,0.163,0.00315
A6395845593,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0.056,0.00315
A6395845596,OPERATORS MANUAL,12336,2TOL92,2.61,0.5,0.0063
A6395845597,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.05,0.00315
A6395845600,SUPPLEMENT,10800,2TOL92,2.61,0.182,0.00315
A6395845671,OPERATORS MANUAL,14400,2TOL92,2.61,0.4,0.0063
A6395845672,SUPPLEMENT,5670,2TOL92,2.61,0,0
A6395845681,OPERATORS MANUAL,21000,2TOL92,2.61,0.569,0.00945
A6395845687,SUPPLEMENT,10800,2TOL92,2.61,0.188,0.00315
A6395845693,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395845696,OPERATORS MANUAL,12336,2TOL92,2.61,0.021,0.0063
A6395845697,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.05,0.00315
A6395845700,SUPPLEMENT,9186,2TOL92,2.61,0,0
A6395845771,OPERATORS MANUAL,14400,2TOL92,2.61,0.364,0.00315
A6395845781,OPERATORS MANUAL,19596,2TOL92,2.61,0.76,0.0063
A6395845782,OPERATORS MANUAL,15960,2TOL92,2.61,0.53,0
A6395845793,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395845797,BRIEF INSTRUCTIONS,7200,2TOL92,2.61,0.045,0.00315
A6395845800,SUPPLEMENT,9186,2TOL92,2.61,0,0
A6395845871,OPERATORS MANUAL,14400,2TOL92,2.61,0.358,0.0063
A6395845881,OPERATORS MANUAL,19596,2TOL92,2.61,0.751,0.0063
A6395845882,OPERATORS MANUAL,21000,2TOL92,2.61,0.501,0.0063
A6395845893,MAINTENANCE BOOKLET,4254,2TOL92,2.61,0,0
A6395845896,OPERATORS MANUAL,12336,2TOL92,2.61,0.35,0.0063
A6395845897,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0,0
A6395845900,SUPPLEMENT,9186,2TOL92,2.61,0.184,0.00315
A6395845971,OPERATORS MANUAL,12336,2TOL92,2.61,0.428,0.00315
A6395845972,SUPPLEMENT,3000,2TOL92,2.61,0.04,0.00315
A6395845981,OPERATORS MANUAL,21000,2TOL92,2.61,0.676,0.0063
A6395845982,OPERATORS MANUAL,15960,2TOL92,2.61,0.494,0.0063
A6395845993,MAINTENANCE BOOKLET,4254,2TOL92,2.61,0,0
A6395845996,OPERATORS MANUAL,12336,2TOL92,2.61,0.484,0.0063
A6395845997,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.046,0.00315
A6395846000,SUPPLEMENT,10800,2TOL92,2.61,0.183,0.00315
A6395846071,OPERATORS MANUAL,14400,2TOL92,2.61,0.363,0.0063
A6395846072,SUPPLEMENT,3000,2TOL92,2.61,0.036,0.00315
A6395846081,OPERATORS MANUAL,21000,2TOL92,2.61,0.771,0.0063
A6395846093,MAINTENANCE BOOKLET,4254,2TOL92,2.61,0.07,0.00315
A6395846096,OPERATORS MANUAL,14400,2TOL92,2.61,0.381,0.0063
A6395846097,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0,0
A6395846100,SUPPLEMENT,10800,2TOL92,2.61,0.176,0.00315
A6395846171,OPERATORS MANUAL,14400,2TOL92,2.61,0.324,0.0063
A6395846172,SUPPLEMENT,3000,2TOL92,2.61,0.036,0.00315
A6395846181,OPERATORS MANUAL,21000,2TOL92,2.61,0.68,0.00945
A6395846182,OPERATORS MANUAL,15960,2TOL92,2.61,0.587,0.0063
A6395846193,MAINTENANCE BOOKLET,4254,2TOL92,2.61,0,0
A6395846196,OPERATORS MANUAL,21000,2TOL92,2.61,0.4,0.0063
A6395846197,BRIEF INSTRUCTIONS,2898,2TOL92,2.61,0.04,0.00315
A6395846200,SUPPLEMENT,10800,2TOL92,2.61,0.196,0.00315
A6395846271,OPERATORS MANUAL,14400,2TOL92,2.61,0.322,0.00315
A6395846272,SUPPLEMENT,3000,2TOL92,2.61,0.04,0.00315
A6395846281,OPERATORS MANUAL,19596,2TOL92,2.61,0.788,0.00945
A6395846283,INSTRUCTOR'S MANUAL,9450,2TOL92,2.61,0.25,0.00315
A6395846287,SUPPLEMENT,9432,2TOL92,2.61,0.173,0.00315
A6395846293,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395846296,OPERATORS MANUAL,12336,2TOL92,2.61,0.44,0
A6395846297,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.049,0.00315
A6395846300,SUPPLEMENT,9186,2TOL92,2.61,0.262,0.00315
A6395846371,OPERATORS MANUAL,14400,2TOL92,2.61,0.473,0.0063
A6395846372,SUPPLEMENT,2832,2TOL92,2.61,0.04,0.00315
A6395846381,OPERATORS MANUAL,19596,2TOL92,2.61,0.782,0.0063
A6395846382,BRIEF INSTRUCTIONS,7200,2TOL92,2.61,0.052,0.00315
A6395846383,INSTRUCTOR'S MANUAL,10800,2TOL92,2.61,0,0
A6395846393,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395846396,OPERATORS MANUAL,12336,2TOL92,2.61,0.453,0.0063
A6395846397,BRIEF INSTRUCTIONS,2898,2TOL92,2.61,0,0
A6395846400,SUPPLEMENT,9186,2TOL92,2.61,0,0
A6395846471,OPERATORS MANUAL,12336,2TOL92,2.61,0.309,0.00315
A6395846472,SUPPLEMENT,2832,2TOL92,2.61,0.036,0.00315
A6395846481,OPERATORS MANUAL,19596,2TOL92,2.61,0.545,0.00945
A6395846482,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.05,0
A6395846483,INSTRUCTOR'S MANUAL,10800,2TOL92,2.61,0,0
A6395846493,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395846497,BRIEF INSTRUCTIONS,2898,2TOL92,2.61,0,0
A6395846500,SUPPLEMENT,9186,2TOL92,2.61,0.19,0.0063
A6395846571,OPERATORS MANUAL,11988,2TOL92,2.61,0,0
A6395846572,SUPPLEMENT,3000,2TOL92,2.61,0.03,0.00315
A6395846581,OPERATORS MANUAL,19596,2TOL92,2.61,0.65,0
A6395846582,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.053,0.00315
A6395846583,INSTRUCTOR'S MANUAL,10800,2TOL92,2.61,0,0
A6395846593,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395846596,OPERATORS MANUAL,12336,2TOL92,2.61,0.423,0.0063
A6395846597,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.05,0
A6395846600,SUPPLEMENT,10800,2TOL92,2.61,0.247,0.00315
A6395846671,OPERATORS MANUAL,14400,2TOL92,2.61,0.412,0.00315
A6395846672,SUPPLEMENT,3000,2TOL92,2.61,0.04,0.00315
A6395846681,OPERATORS MANUAL,19596,2TOL92,2.61,0.73,0.0063
A6395846682,BRIEF INSTRUCTIONS,4356,2TOL92,2.61,0.053,0.00315
A6395846683,INSTRUCTOR'S MANUAL,10800,2TOL92,2.61,0,0
A6395846693,MAINTENANCE BOOKLET,7200,2TOL92,2.61,0,0
A6395846696,OPERATORS MANUAL,12336,2TOL92,2.61,0.5,0.0063
A6395846697,BRIEF INSTRUCTIONS,2898,2TOL92,2.61,0.041,0.00315
A6395846700,SUPPLEMENT,9186,2TOL92,2.61,0.238,0.00315
A6395846771,OPERATORS MANUAL,12336,2TOL92,2.61,0,0
