PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A1688850937,IMPACT ABSORBER,29808,1OU682,2.61,0.25,0.2574
A1688851037,IMPACT ABSORBER,31812,1OU682,2.61,0.25,0.2574
A1688851137,IMPACT ABSORBER,34800,1OU682,2.61,0.25,0.2574
A1706261814,BRACKET,5400,1OU682,2.61,0.224,0.03146
A1706263414,BRACKET,19992,1OU682,2.61,0.206,0.0247
A1708850011,PLATE,1278,1OU682,2.61,0.017,0.00039
A1708850037,IMPACT ABSORBER,25122,1OU682,2.61,0.425,0.135
A1708850114,BRACKET,15162,1OU682,2.61,0.08,0.0119
A1708850137,IMPACT ABSORBER,12540,1OU682,2.61,0.18,0.06468
A1708850165,INNER PART,242508,1OU682,2.61,2.252,1.84975
A1708850214,BRACKET,15162,1OU682,2.61,0.08,0.0119
A1708850237,IMPACT ABSORBER,12540,1OU682,2.61,0.18,0.06468
A1708850314,BRACKET,2088,1OU682,2.61,0.019,0.0021
A1708850337,IMPACT ABSORBER,41316,1OU682,2.61,0.78,0.06888
A1708850365,INNER PART,261000,1OU682,2.61,2.38,0.176792
A1708850414,BRACKET,2088,1OU682,2.61,0.019,0.0021
A1708850437,IMPACT ABSORBER,41316,1OU682,2.61,0.805,0.06888
A1708850465,INNER PART,62310,1OU682,2.61,2.38,3.9444
A1708850537,IMPACT ABSORBER,12540,1OU682,2.61,0.082,0.03718
A1708850637,IMPACT ABSORBER,12540,1OU682,2.61,0.084,0.03861
A1708850665,FRAME,58170,1OU682,2.61,1.965,2.128
A1708850737,IMPACT ABSORBER,41316,1OU682,2.61,0.5,0.0351
A1708850765,FRAME,20088,1OU682,2.61,0.416,0.28594
A1708850837,IMPACT ABSORBER,41316,1OU682,2.61,0.515,0.0351
A1708850865,FRAME,20088,1OU682,2.61,0.416,0.28594
A1708850937,IMPACT ABSORBER,25122,1OU682,2.61,0.517,0.3942
A17088509651685,FRAME,26292,1OU682,2.61,0.073,0.01705
A17088509655352,FRAME,26292,1OU682,2.61,0.073,0.01705
A17088509655372,FRAME,26292,1OU682,2.61,0.073,0.01705
A17088509656816,FRAME,26292,1OU682,2.61,0.073,0.01705
A17088509659040,FRAME,26292,1OU682,2.61,0.073,0.01705
A17088509659143,FRAME,26292,1OU682,2.61,0.073,0.01705
A17088509659197,FRAME,26292,1OU682,2.61,0.073,0.01705
A17088509659744,FRAME,26292,1OU682,2.61,0.073,0.01705
A17088509659999,FRAME,22122,1OU682,2.61,0.073,0.01705
A1708851037,IMPACT ABSORBER,25122,1OU682,2.61,0.48,0.1221
A17088510651685,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088510656816,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088510659040,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088510659143,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088510659197,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088510659723,FRAME,26292,1OU682,2.61,0.115,0.0176
A17088510659744,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088510659999,FRAME,22122,1OU682,2.61,0.115,0.0208
A1708851137,IMPACT ABSORBER,12540,1OU682,2.61,0.172,0.06149
A17088511651685,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511653548,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511653586,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511655352,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511655372,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511656816,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511659040,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511659143,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511659744,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088511659999,FRAME,26292,1OU682,2.61,0.13,0.02015
A1708851237,IMPACT ABSORBER,12540,1OU682,2.61,0.172,0.06149
A17088512653548,FRAME,26292,1OU682,2.61,0.133,0.02015
A17088512655352,FRAME,26292,1OU682,2.61,0.133,0.02015
