PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A6544136642,BRACKET,18900,2LV216,2.25,1.805,0.01848
A6544136942,BRACKET,27132,2LV216,2.25,2.446,0.02508
A6544137042,BRACKET,27132,2LV216,2.25,2.4,0.02508
A6544137142,BRACKET,31554,2LV216,2.25,0,0
A6544137242,BRACKET,28044,2LV216,2.25,0,0
A6544137342,BRACKET,33636,2LV216,2.25,2.744,0.03036
A6544137442,BRACKET,30288,2LV216,2.25,2.745,0.02772
A6544137542,BRACKET,87870,2LV216,2.25,2.374,0.02267175
A6544137642,BRACKET,87870,2LV216,2.25,2.383,0.02267175
A6544137742,BRACKET,87870,2LV216,2.25,2.172,0.02244
A6544137842,BRACKET,87870,2LV216,2.25,2.159,0.02244
A6544137942,BRACKET,86064,2LV216,2.25,2.736,0.0270599
A6544138042,BRACKET,86064,2LV216,2.25,2.705,0.027735
A6544138142,BRACKET,85254,2LV216,2.25,2.04,0.02064
A6544138242,BRACKET,85254,2LV216,2.25,2.028,0.02112
A6544138342,BRACKET,24948,2LV216,2.25,2.241,0.02376
A6544138442,BRACKET,24948,2LV216,2.25,2.261,0.02322
A6544138942,BRACKET,112512,2LV216,2.25,1.662,0.02325
A654413894264,BRACKET,112512,2LV216,2.25,1.662,0.02325
A6544139042,BRACKET,112512,2LV216,2.25,1.663,0.02325
A6544139142,BRACKET,32436,2LV216,2.25,1.879,0.02625
A6544139242,BRACKET,32436,2LV216,2.25,1.881,0.02625
A6544139342,BRACKET,87870,2LV216,2.25,2.282,0.022575
A6544139442,BRACKET,87870,2LV216,2.25,2.265,0.022575
A6544139542,BRACKET,24948,2LV216,2.25,2.16,0.021285
A6544139642,BRACKET,24948,2LV216,2.25,2.171,0.02193
A6544139942,BRACKET,11220,2LV216,2.25,1.808,0.0281775
A6554100022,BEARING,274326,2LV216,2.25,5.617,0.03
A6554110052,SPACER DISK,13146,2LV216,2.25,0.025,0.00064
A6564100045,FLANGE,229032,2LV216,2.25,5.243,0.05776
A6564100131,UNIVERSAL JOINT SPIDER,305022,2LV216,2.25,6.1,0.05776
