PART NUMBER,DESCRIPTION,BLP NGN,MARKETING CODE,CALCULATION FACTOR,WEIGHT,VOLUME
A1249109534,BACKREST FRAME,54624,1OV970,2.61,5.87,0.924
A12491819305076,COVER,26010,1OV970,2.61,0.13,0.06
A12491819307101,COVER,16104,1OV970,2.61,0.13,0.06
A12491819308316,COVER,29730,1OV970,2.61,0.13,0.06
A12491819308326,COVER,29730,1OV970,2.61,0.13,0.06
A12491819308412,COVER,16104,1OV970,2.61,0.13,0.06
A12491819308F20,COVER,29730,1OV970,2.61,0.13,0.06
A12491819308F30,COVER,29730,1OV970,2.61,0.13,0.06
A12491819309051,COVER,16104,1OV970,2.61,0.13,0.06
A12491820303112,COVER,24162,1OV970,2.61,0.13,0.0564
A12491820305076,COVER,24162,1OV970,2.61,0.15,0.0564
A12491820306101,COVER,36546,1OV970,2.61,0.13,0.0564
A12491820307101,COVER,24162,1OV970,2.61,0.13,0.0564
A12491820308316,COVER,36546,1OV970,2.61,0.13,0.0564
A12491820308412,COVER,24162,1OV970,2.61,0.13,0.0564
A12491820308F30,COVER,28494,1OV970,2.61,0.13,0.0564
A12491820309051,COVER,36546,1OV970,2.61,0.13,0.06
A12491821305076,COVER,9906,1OV970,2.61,0.071,0.03136
A12491821306122,COVER,9906,1OV970,2.61,0.071,0.03136
A12491821307101,COVER,9906,1OV970,2.61,0.071,0.03136
A12491821308316,COVER,9906,1OV970,2.61,0.071,0.03136
A12491821308F30,COVER,9906,1OV970,2.61,0.071,0.03136
A12491821309051,COVER,9906,1OV970,2.61,0.071,0.03136
A12491825305076,COVER,4020,1OV970,2.61,0.137,0.0588
A12491825307101,COVER,4536,1OV970,2.61,0.142,0.0704
A12491825308316,COVER,4020,1OV970,2.61,0.175,0.0704
A12491825308F30,COVER,4020,1OV970,2.61,0.14,0.0704
A12491825309051,COVER,4020,1OV970,2.61,0.175,0.0704
A12491826305076,COVER,3900,1OV970,2.61,0.175,0.0704
A12491826307101,COVER,4182,1OV970,2.61,0.175,0.0704
A12491826308316,COVER,4020,1OV970,2.61,0.144,0.0704
A12491826308412,COVER,4020,1OV970,2.61,0.175,0.0704
A12491826308F30,COVER,4020,1OV970,2.61,0.144,0.0704
A12491826309051,COVER,4092,1OV970,2.61,0.15,0.0704
A12491827305076,COVER,1878,1OV970,2.61,0.061,0.0253
A12491827307101,COVER,1878,1OV970,2.61,0.061,0.0253
A12491827308316,COVER,1878,1OV970,2.61,0.061,0.0253
A12491827308F30,COVER,1878,1OV970,2.61,0.06,0.02024
A12491827309051,COVER,2052,1OV970,2.61,0.061,0.0253
A12491828305076,COVER,3156,1OV970,2.61,0.058,0.0288
A12491828307101,COVER,4068,1OV970,2.61,0.058,0.0288
A12491828308316,COVER,1878,1OV970,2.61,0.058,0.0288
A12491828308F30,COVER,3486,1OV970,2.61,0.058,0.0288
A12491828309051,COVER,6348,1OV970,2.61,0.058,0.0288
A12491831305076,COVER,4116,1OV970,2.61,0.13,0.0567
A12491831307101,COVER,4008,1OV970,2.61,0.13,0.0567
A12491831308316,COVER,3408,1OV970,2.61,0.13,0.0567
A12491831308412,COVER,4020,1OV970,2.61,0.13,0.0567
A12491831308F30,COVER,4020,1OV970,2.61,0.13,0.05544
A12491831309051,COVER,3408,1OV970,2.61,0.13,0.0567
A12491832305076,COVER,1824,1OV970,2.61,0.17,0.0567
A12491832307101,COVER,2736,1OV970,2.61,0.17,0.0567
A12491832308316,COVER,1866,1OV970,2.61,0.17,0.0567
A12491832308412,COVER,1242,1OV970,2.61,0.17,0.0567
A12491832308F30,COVER,1242,1OV970,2.61,0.17,0.0567
A12491832309051,COVER,3462,1OV970,2.61,0.17,0.0567
A12491834309051,COVER,1242,1OV970,2.61,0.021,0.00432
A12491842309051,COVER,4020,1OV970,2.61,0.068,0.02304
A1249190320,COVER,1926,1OV970,2.61,0.01,0.00072
A12491910205076,COVER,13632,1OV970,2.61,0.081,0.00936
A1249191120,COVER,1548,1OV970,2.61,0.046,0.0076
A1249191220,COVER,1548,1OV970,2.61,0.05,0.00864
A12491914205076,COVER,4020,1OV970,2.61,0.065,0.01088
A12491914207101,COVER,4020,1OV970,2.61,0.065,0.01088
A12491914208F30,COVER,4626,1OV970,2.61,0.056,0.0126
A12491914209051,COVER,4956,1OV970,2.61,0.065,0.01088
A12491915209051,COVER,9252,1OV970,2.61,0.025,0.00176
A12491917205076,COVER,17322,1OV970,2.61,0.14,0.02646
A12491917207101,COVER,13068,1OV970,2.61,0.14,0.02646
A12491917208F30,COVER,3654,1OV970,2.61,0.12,0.02646
A12491917209051,COVER,10272,1OV970,2.61,0.12,0.02646
A12491918205076,COVER,3654,1OV970,2.61,0.14,0.02646
A12491918207101,COVER,13068,1OV970,2.61,0.14,0.02646
A12491918208F30,COVER,13068,1OV970,2.61,0.122,0.02583
A12491918209051,COVER,10176,1OV970,2.61,0.14,0.02646
A12491919207101,COVER,1428,1OV970,2.61,0.03,0.0091
A12491919208412,COVER,1296,1OV970,2.61,0.022,0.0091
A12491919208F30,COVER,1296,1OV970,2.61,0.023,0.0091
A12491919209051,COVER,4500,1OV970,2.61,0.03,0.0091
A12491920209051,COVER,4500,1OV970,2.61,0.03,0.0091
A12491921208F30,COVER,5574,1OV970,2.61,0.061,0.0164
A12491921209051,COVER,5574,1OV970,2.61,0.08,0.0164
A12491922208F30,COVER,5574,1OV970,2.61,0.061,0.0168
A12491922209051,COVER,5574,1OV970,2.61,0.06,0.0168
A1249193120,COVER,1854,1OV970,2.61,0.06,0.00216
A1249193320,COVER,3282,1OV970,2.61,0.17,0.0324
A1249193420,COVER,654,1OV970,2.61,0.03,0.00462
A1249193520,COVER,1548,1OV970,2.61,0.02,0.0014
A1249193620,COVER,1548,1OV970,2.61,0.032,0.0045
A1249193720,COVER,2172,1OV970,2.61,0.018,0.00126
A1249200372,LOCK,21324,1OV970,2.61,0.463,0.00648
A1249200472,LOCK,44574,1OV970,2.61,0.444,0.02223
A1249200572,LOCK,14364,1OV970,2.61,0.145,0.0049
A1249200672,LOCK,9252,1OV970,2.61,0.17,0.0021
A12492200309051,COVER,1440,1OV970,2.61,0.08,0.01573
A12492201309051,COVER,3714,1OV970,2.61,0.034,0.00504
A1249240037,COVER,2418,1OV970,2.61,0.028,0.00315
A12492403379051,COVER,4956,1OV970,2.61,0.046,0.00558
A12492403435076,COVER,654,1OV970,2.61,0.007,0.0007
A12492403439051,COVER,654,1OV970,2.61,0.007,0.0007
A12492404379051,COVER,2016,1OV970,2.61,0.055,0.00558
A1249290143,COVER,7122,1OV970,2.61,0.068,0.01184
A1249290243,COVER,7122,1OV970,2.61,0.13,0.01184
A12493900789051,COVER,654,1OV970,2.61,0.01,0.00225
A1249402864,SEAT ADJUSTMENT,61938,1OV970,2.61,5.24,0.72128
A1249406964,SEAT ADJUSTMENT,760014,1OV970,2.61,8.2,0.73416
A1249407164,SEAT ADJUSTMENT,607014,1OV970,2.61,8.92,0.73416
A1249407764,SEAT ADJUSTMENT,929100,1OV970,2.61,8.92,0.72128
A1249700041,GUIDE RAIL,25314,1OV970,2.61,0.13,0.00504
A1249700425,FOLDING DEVICE,12126,1OV970,2.61,0.422,0.028
A1249750022,GUIDE,1548,1OV970,2.61,0.017,0.00192
A1249750060,SHAFT,5244,1OV970,2.61,0.032,0.00028
A1249750360,SHAFT,3774,1OV970,2.61,0.036,0.00035
A1249750460,SHAFT,2520,1OV970,2.61,0.02,0.0002
A1249780122,GUIDE,258,1OV970,2.61,0.003,0.00024
A12681002498412,LUGGAGE NET,46464,1OV970,2.61,0.16,0.0414
A1268205798,TS SEAT HEATER,71088,1OV970,2.61,1.162,0.08316
A1269100427,RAIL,5970,1OV970,2.61,0.333,0.00825
A1269101116,PADDING,21684,1OV970,2.61,2.335,0.65835
A1269101122,CUSHION FRAME,434466,1OV970,2.61,4,0.52
A1269101222,CUSHION FRAME,196860,1OV970,2.61,4.11,0.5508
A1269101489,GUIDE RAIL,9984,1OV970,2.61,1.11,0.0252
A1269101689,GUIDE RAIL,6432,1OV970,2.61,0.655,0.00312
A1269101722,CUSHION FRAME,198210,1OV970,2.61,4.19,0.54
A1269102116,PADDING,22332,1OV970,2.61,1.855,0.60534
A1269102150,PADDING,61248,1OV970,2.61,2.626,0.5133
A1269102716,PADDING,22332,1OV970,2.61,2.11,0.60588
A1269102950,PADDING,49554,1OV970,2.61,2.2,0.32065
A1269103450,PADDING,51042,1OV970,2.61,1.67,0.47096
A1269104736,SEAT ADJUSTMENT,239616,1OV970,2.61,3.33,0.47096
